Total Population,Median Gross Rent,Median Household Income,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,"Total Year-Round Beds (ES, TH, SH)",Average Temperature,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,Overall_Homeless_Per_Capita,Overall_Homeless_Individuals_Per_Capita,Overall_Homeless_People_in_Families_Per_Capita,Unsheltered_Homeless_Per_Capita,Sheltered_Homeless_Per_Capita
88727,19027,943163,22.81830784,11.34362493,65.06900555,48.25959404,13.34473909,410,21.8,406,125,281,0,406,0.004575834,0.001408816,0.003167018,0,0.004575834
88902,19084,977305,21.68905086,11.18570304,64.93770526,46.83711969,12.32607135,380,28.5,386,127,259,7,379,0.00434186,0.001428539,0.00291332,7.87E-05,0.004263121
89258,19774,1034212,19.82231285,11.08782757,63.78752169,46.06358358,10.2174966,294,31.5,297,62,235,19,278,0.003327433,0.000694616,0.002632817,0.000212866,0.003114567
89339,20513,1099198,19.09580362,10.52996991,64.66890843,46.25014999,8.668460141,344,24.5,377,102,275,32,345,0.004219882,0.001141719,0.003078163,0.000358186,0.003861695
87337,19850,1035714,19.75107915,9.979200038,64.73587762,46.26871795,8.419946001,281,25.9,320,66,254,4,316,0.003663968,0.000755693,0.002908275,4.58E-05,0.003618169
85567,21935,1224893,17.60491778,9.327873274,63.29610298,45.2723777,7.565860831,272,32,357,121,236,59,298,0.004172169,0.001414097,0.002758073,0.000689518,0.003482651
89183,23617,1292295,18.45979615,7.709209469,64.1246192,45.19940916,8.041687526,236,28.8,324,123,201,88,236,0.003632979,0.001379187,0.002253793,0.000986735,0.002646244
89237,26304,1353911,19.8370631,6.726712491,64.96747306,46.54228272,8.287541663,252,23.5,361,153,208,108,253,0.004045407,0.001714535,0.002330872,0.00121026,0.002835147
89237,26304,1353911,19.8370631,6.726712491,64.96747306,46.54228272,8.287541663,288,35.4,433,181,252,96,337,0.004852247,0.002028307,0.002823941,0.001075787,0.00377646
2368360,551909,37696296,7.826766201,6.184327515,34.02763441,46.22777604,6.930079233,,29.9,2449,1163,1286,118,2331,0.001034049,0.000491057,0.000542992,4.98E-05,0.000984225
2368360,551909,37696296,7.826766201,6.184327515,34.02763441,46.22777604,6.930079233,,28.2,2185,951,1234,109,2076,0.000922579,0.000401544,0.000521036,4.60E-05,0.000876556
2368360,551909,37696296,7.826766201,6.184327515,34.02763441,46.22777604,6.930079233,,19.8,2603,996,1607,122,2481,0.001099073,0.000420544,0.000678529,5.15E-05,0.00104756
2368360,551909,37696296,7.826766201,6.184327515,34.02763441,46.22777604,6.930079233,,25.9,3537,938,2599,172,3365,0.001493438,0.000396055,0.001097384,7.26E-05,0.001420814
2384653,563509,38361826,8.066456629,5.952017544,34.87750547,46.12339162,6.980887325,,22.4,3302,871,2431,125,3177,0.001384688,0.000365252,0.001019436,5.24E-05,0.001332269
2430330,585890,40344373,8.245505754,5.908097613,34.95456468,46.12054067,7.38139648,,30.4,3544,899,2645,112,3432,0.001458238,0.000369909,0.00108833,4.61E-05,0.001412154
2468639,602775,41251581,8.370887764,5.769141739,35.2592303,45.77150144,7.789208101,,27.5,4666,987,3679,127,4539,0.00189011,0.000399815,0.001490295,5.14E-05,0.001838665
2476026,610597,41514265,8.603383002,5.546983841,35.61479787,46.53100262,7.52180747,1112,23,6129,1152,4977,175,5954,0.002475337,0.000465262,0.002010076,7.07E-05,0.00240466
2529487,651557,43497425,8.567349822,5.481733535,35.8543311,46.41277367,6.738853666,1418,21.8,5021,1011,4010,134,4887,0.001984987,0.000399686,0.001585302,5.30E-05,0.001932012
2560444,674486,44998026,8.413501721,5.476153541,35.63862036,46.21853176,5.993201259,1514,28.5,4516,979,3537,197,4319,0.001763757,0.000382356,0.001381401,7.69E-05,0.001686817
2577983,699748,46871619,8.255678955,5.511839555,35.11782917,46.16367645,5.223682872,1626,31.5,3627,1034,2593,250,3377,0.001406914,0.000401089,0.001005825,9.70E-05,0.001309939
2584677,728699,49029835,8.101824715,5.434425653,35.29717573,46.32885818,4.608241872,1531,24.5,3945,1203,2742,249,3696,0.001526303,0.000465435,0.001060868,9.63E-05,0.001429966
2598995,757743,51233411,7.656998186,5.396751159,35.04566831,46.15096449,4.06953318,1643,25.9,3589,1082,2507,258,3331,0.001380918,0.000416315,0.000964604,9.93E-05,0.001281649
2389004,822713,53883519,7.742724583,5.153183679,36.16056366,46.1931813,4.581191715,2652,32,3631,1195,2436,474,3157,0.00151988,0.000500208,0.001019672,0.000198409,0.001321471
2482573,889637,57932347,7.814795376,4.918876027,36.56506733,46.54062082,4.99690323,3147,28.8,3102,1035,2067,330,2772,0.00124951,0.000416906,0.000832604,0.000132927,0.001116583
2415550,945679,60297915,7.943366935,4.899191525,37.18579951,47.61740995,5.024814617,3373,23.5,3235,933,2302,302,2933,0.00133924,0.000386247,0.000952992,0.000125023,0.001214216
2415550,945679,60297915,7.943366935,4.899191525,37.18579951,47.61740995,5.024814617,3485,35.4,4432,1257,3175,487,3945,0.001834779,0.000520378,0.0013144,0.00020161,0.001633168
333205,61213,4480453,6.158671088,6.863350112,23.14514713,45.37991929,8.471914362,,29.9,292,167,125,63,229,0.000876337,0.000501193,0.000375144,0.000189073,0.000687265
333205,61213,4480453,6.158671088,6.863350112,23.14514713,45.37991929,8.471914362,,28.2,133,67,66,30,103,0.000399154,0.000201077,0.000198076,9.00E-05,0.000309119
333205,61213,4480453,6.158671088,6.863350112,23.14514713,45.37991929,8.471914362,,19.8,142,68,74,29,113,0.000426164,0.000204079,0.000222086,8.70E-05,0.000339131
333205,61213,4480453,6.158671088,6.863350112,23.14514713,45.37991929,8.471914362,,25.9,174,70,104,35,139,0.000522201,0.000210081,0.00031212,0.00010504,0.000417161
337697,63575,4594389,6.118502681,7.195885114,23.37842029,45.55102041,8.497453002,,22.4,224,75,149,35,189,0.000663317,0.000222093,0.000441224,0.000103643,0.000559673
348560,64920,4766015,6.690383291,7.470459361,23.35908085,44.7922898,9.126074354,,30.4,249,73,176,26,223,0.000714368,0.000209433,0.000504935,7.46E-05,0.000639775
342816,65299,4640066,6.878617101,7.400574759,24.53170143,44.64360824,9.376547167,,27.5,251,69,182,30,221,0.000732171,0.000201274,0.000530897,8.75E-05,0.000644661
347991,67760,4846872,6.995870583,7.32817412,24.18577927,44.70044583,8.496526399,246,23,222,52,170,14,208,0.000637948,0.000149429,0.000488518,4.02E-05,0.000597717
362580,71454,5129508,7.102432567,6.933814868,24.57575092,43.98766384,7.478557132,243,21.8,240,76,164,41,199,0.000661923,0.000209609,0.000452314,0.000113078,0.000548844
351594,68811,5067962,7.16593571,6.841467045,25.30300786,43.25231802,6.846698703,243,28.5,243,56,187,27,216,0.000691138,0.000159275,0.000531863,7.68E-05,0.000614345
347757,70916,5201511,7.215670713,6.402494159,24.74186967,43.26544637,5.905028191,225,31.5,234,81,153,36,198,0.000672884,0.000232921,0.000439962,0.000103521,0.000569363
357703,73358,5558038,6.948222408,6.402900909,24.1017033,42.80073376,5.034076828,220,24.5,208,82,126,42,166,0.000581488,0.00022924,0.000352248,0.000117416,0.000464072
344971,73416,5516589,7.026387725,6.536489208,24.60913023,43.43249286,4.509867927,301,25.9,256,72,184,34,222,0.000742091,0.000208713,0.000533378,9.86E-05,0.000643532
326116,74494,5430229,7.095021403,6.413482576,25.46037724,44.05828894,4.485881785,283,32,250,57,193,28,222,0.000766598,0.000174784,0.000591814,8.59E-05,0.000680739
334142,79722,5878218,6.965900725,5.868582147,25.20737754,45.80384226,4.596770688,283,28.8,224,58,166,8,216,0.000670374,0.000173579,0.000496795,2.39E-05,0.000646432
324778,87480,6140952,7.195684437,5.673880214,26.29814821,46.47173489,4.68000111,301,23.5,293,78,215,48,245,0.000902155,0.000240164,0.000661991,0.000147793,0.000754361
324778,87480,6140952,7.195684437,5.673880214,26.29814821,46.47173489,4.68000111,274,35.4,322,101,221,29,293,0.000991446,0.000310982,0.000680465,8.93E-05,0.000902155
614150,173972,8178693,20.72669543,19.66961016,50.34175673,52.7393646,12.66042854,,38.5,2607,1653,954,629,1978,0.004244891,0.002691525,0.001553366,0.00102418,0.003220712
614150,173972,8178693,20.72669543,19.66961016,50.34175673,52.7393646,12.66042854,,35.7,2607,1653,954,629,1978,0.004244891,0.002691525,0.001553366,0.00102418,0.003220712
614150,173972,8178693,20.72669543,19.66961016,50.34175673,52.7393646,12.66042854,,29.3,3419,2484,935,1228,2191,0.005567044,0.004044615,0.001522429,0.001999512,0.003567532
614150,173972,8178693,20.72669543,19.66961016,50.34175673,52.7393646,12.66042854,,32.2,3419,2484,935,1228,2191,0.005567044,0.004044615,0.001522429,0.001999512,0.003567532
616201,182869,8559129,21.72537857,19.42631132,50.48397424,53.80483438,12.62752974,,29.6,4094,3160,934,1795,2299,0.006643936,0.005128197,0.001515739,0.002913011,0.003730925
613517,186617,8501912,22.7819278,18.90244109,51.25381113,53.18171077,13.71813805,,37.4,3854,2926,928,1795,2059,0.006281815,0.004769224,0.001512591,0.002925754,0.00335606
609385,187836,8570149,23.16335322,18.6995199,51.7119953,53.00180993,13.97376518,,36.3,2638,1988,650,295,2343,0.004328955,0.003262305,0.001066649,0.000484095,0.00384486
602740,189137,8331031,23.86103461,18.5718406,53.02315383,51.95234838,14.10055412,2424,27.7,2567,1977,590,295,2272,0.004258884,0.003280021,0.000978863,0.000489432,0.003769453
604786,193059,8456856,23.2837731,18.57213222,52.98879255,51.72542273,13.17519142,2505,30.7,2796,2193,603,337,2459,0.004623123,0.003626076,0.000997047,0.000557222,0.004065901
607675,199662,8887479,22.56173119,18.36230732,53.57509892,50.25239974,11.49167567,2751,32.1,2725,2027,698,337,2388,0.004484305,0.003335665,0.00114864,0.000554573,0.003929732
610188,207335,9547478,21.90734659,18.67570077,52.69583548,49.83292457,9.994142532,2429,38.3,2669,2178,491,546,2123,0.004374062,0.003569392,0.00080467,0.000894806,0.003479256
602875,214812,9972219,21.12610408,18.98837775,52.60192328,48.8641386,9.080416304,2247,31,2508,2117,391,546,1962,0.004160066,0.003511507,0.000648559,0.00090566,0.003254406
596962,216658,10312457,20.63782954,18.73230554,52.56700618,48.09329343,8.336774914,2154,34,2294,1944,350,380,1914,0.003842791,0.003256489,0.000586302,0.000636556,0.003206234
587250,218884,10701732,19.33163048,17.33143975,52.11723791,47.67532541,7.547138395,2140,39.1,2193,1824,369,298,1895,0.003734355,0.003106003,0.000628352,0.00050745,0.003226905
568788,222453,11105603,19.49355472,16.42232391,51.6674827,48.96418742,7.616519705,2407,35.4,1631,1275,356,0,1631,0.002867501,0.002241608,0.000625892,0,0.002867501
562677,241981,11813555,18.79373068,15.46676794,51.92363406,49.18894441,6.981680539,2498,30.9,1597,1282,315,124,1473,0.002838218,0.002278394,0.000559824,0.000220375,0.002617843
562677,241981,11813555,18.79373068,15.46676794,51.92363406,49.18894441,6.981680539,2278,42.1,1627,1303,324,113,1514,0.002891535,0.002315716,0.000575819,0.000200826,0.002690709
467157,115483,7289605,5.453412878,6.996332799,25.35552058,46.18290258,6.020899494,,38.5,289,154,135,71,218,0.000618636,0.000329654,0.000288982,0.000151983,0.000466653
467157,115483,7289605,5.453412878,6.996332799,25.35552058,46.18290258,6.020899494,,35.7,290,132,158,50,240,0.000620776,0.00028256,0.000338216,0.00010703,0.000513746
467157,115483,7289605,5.453412878,6.996332799,25.35552058,46.18290258,6.020899494,,29.3,326,198,128,94,232,0.000697838,0.00042384,0.000273998,0.000201217,0.000496621
467157,115483,7289605,5.453412878,6.996332799,25.35552058,46.18290258,6.020899494,,32.2,395,262,133,129,266,0.00084554,0.000560839,0.000284701,0.000276138,0.000569402
471470,122759,7558879,5.654654591,7.098509934,26.33492983,47.38088692,6.05256628,,29.6,382,229,153,70,312,0.000810232,0.000485715,0.000324517,0.000148472,0.00066176
470245,126387,7701848,6.070665291,7.164476656,26.81736077,47.06385286,6.213095871,,37.4,373,213,160,62,311,0.000793204,0.000452955,0.000340248,0.000131846,0.000661357
470659,128530,7674967,6.668734689,6.89306714,27.54971207,47.65462339,6.916530593,,36.3,400,258,142,85,315,0.000849872,0.000548168,0.000301705,0.000180598,0.000669274
477643,127656,7689739,6.130729436,6.62822859,26.9612183,45.36667975,6.649309783,243,27.7,384,225,159,51,333,0.000803948,0.000471063,0.000332885,0.000106774,0.000697173
506444,148129,8552371,5.714748324,6.713926839,26.9614663,45.78292058,5.838805843,237,30.7,335,224,111,48,287,0.000661475,0.0004423,0.000219175,9.48E-05,0.000566696
520459,150167,8934554,6.117869035,6.667272188,26.81277818,44.28737894,5.483247847,234,32.1,390,225,165,52,338,0.000749339,0.000432311,0.000317028,9.99E-05,0.000649427
552795,161737,9672548,5.95772393,6.906922028,25.86626543,44.24484365,5.198849392,173,38.3,376,261,115,113,263,0.00068018,0.000472146,0.000208034,0.000204416,0.000475764
532794,155852,9451146,6.013768924,6.744781548,26.14741302,44.48049455,4.62162928,151,31,366,266,100,86,280,0.000686945,0.000499255,0.00018769,0.000161413,0.000525531
540174,163236,10093772,5.889953978,6.617515331,26.24293493,45.31106487,4.24392016,153,34,302,225,77,61,241,0.000559079,0.000416532,0.000142547,0.000112927,0.000446153
469738,169288,10376963,5.95246712,5.98216228,26.49180032,44.03757669,4.484264465,143,39.1,319,233,86,90,229,0.000679102,0.000496021,0.000183081,0.000191596,0.000487506
481171,178373,11175783,5.996412918,5.773347571,26.29387237,45.91178108,4.601119327,222,35.4,244,180,64,72,172,0.000507096,0.000374087,0.000133009,0.000149635,0.000357461
480323,194093,11818113,6.11463536,5.330975501,25.62428996,46.05989556,4.095164262,240,30.9,307,183,124,75,232,0.000639153,0.000380994,0.00025816,0.000156145,0.000483008
480323,194093,11818113,6.11463536,5.330975501,25.62428996,46.05989556,4.095164262,123,42.1,241,175,66,74,167,0.000501746,0.000364338,0.000137408,0.000154063,0.000347683
194365,48461,3566377,5.062639879,5.299160772,29.77674609,45.47622323,4.900975571,,38.5,175,54,121,24,151,0.000900368,0.000277828,0.00062254,0.000123479,0.000776889
194365,48461,3566377,5.062639879,5.299160772,29.77674609,45.47622323,4.900975571,,35.7,159,35,124,24,135,0.000818049,0.000180074,0.000637975,0.000123479,0.000694569
194365,48461,3566377,5.062639879,5.299160772,29.77674609,45.47622323,4.900975571,,29.3,180,88,92,47,133,0.000926093,0.000452756,0.000473336,0.000241813,0.00068428
194365,48461,3566377,5.062639879,5.299160772,29.77674609,45.47622323,4.900975571,,32.2,221,92,129,64,157,0.001137036,0.000473336,0.0006637,0.000329277,0.000807759
209449,53246,4064704,5.016495662,5.075394478,29.86887456,45.35235257,4.879034975,,29.6,189,94,95,56,133,0.000902368,0.000448797,0.000453571,0.000267368,0.000634999
213341,54661,4027781,5.083879798,4.520778513,31.30896812,45.78112609,5.361809498,,37.4,230,114,116,82,148,0.001078086,0.000534356,0.00054373,0.000384361,0.000693725
222735,58742,4252486,5.440994904,4.466979162,31.2832471,46.53699821,5.766922518,,36.3,194,93,101,55,139,0.00087099,0.000417537,0.000453454,0.00024693,0.00062406
229864,61103,4318858,5.680750357,4.319924342,31.49063353,46.76406846,5.564645627,114,27.7,170,98,72,22,148,0.000739568,0.000426339,0.000313229,9.57E-05,0.000643859
259456,74488,4980485,5.751649605,4.609484102,29.63941313,45.20920577,5.257108861,107,30.7,166,83,83,43,123,0.0006398,0.0003199,0.0003199,0.000165731,0.000474069
237770,71860,4579227,5.451907305,5.110542544,30.88242072,43.52822656,5.017788593,106,32.1,214,112,102,9,205,0.000900029,0.000471043,0.000428986,3.79E-05,0.000862178
238243,73037,4649177,5.843613453,4.986207427,31.01533764,42.96263146,4.416314631,98,38.3,168,93,75,53,115,0.000705162,0.000390358,0.000314805,0.000222462,0.0004827
270040,82832,5491027,5.903199526,4.384253192,30.07747058,41.8391115,3.942944741,100,31,168,91,77,43,125,0.00062213,0.000336987,0.000285143,0.000159236,0.000462894
246555,76971,5019733,5.754091379,5.104064989,32.32353397,42.04619333,3.982748213,113,34,201,98,103,72,129,0.000815234,0.000397477,0.000417757,0.000292024,0.00052321
238667,73227,5089286,6.048594904,4.403819508,34.27939012,42.28588285,4.13333233,95,39.1,139,85,54,40,99,0.000582401,0.000356145,0.000226257,0.000167598,0.000414804
243821,79065,5449299,6.174201566,4.350397935,31.79288244,42.54995579,3.969276883,73,35.4,82,60,22,0,82,0.000336312,0.000246082,9.02E-05,0,0.000336312
259568,86911,6199241,6.002280713,4.063424136,32.56709415,43.33570229,4.048073495,100,30.9,165,84,81,22,143,0.000635672,0.000323615,0.000312057,8.48E-05,0.000550915
259568,86911,6199241,6.002280713,4.063424136,32.56709415,43.33570229,4.048073495,71,42.1,145,91,54,33,112,0.00055862,0.000350583,0.000208038,0.000127134,0.000431486
689876,183417,11671052,8.322510132,5.674904487,35.46130492,46.21504957,7.05148312,,38.5,634,192,442,58,576,0.000919006,0.000278311,0.000640695,8.41E-05,0.000834933
689876,183417,11671052,8.322510132,5.674904487,35.46130492,46.21504957,7.05148312,,35.7,426,133,293,33,393,0.000617502,0.000192788,0.000424714,4.78E-05,0.000569668
689876,183417,11671052,8.322510132,5.674904487,35.46130492,46.21504957,7.05148312,,29.3,1520,1179,341,406,1114,0.002203295,0.001709003,0.000494292,0.000588512,0.001614783
689876,183417,11671052,8.322510132,5.674904487,35.46130492,46.21504957,7.05148312,,32.2,891,449,442,302,589,0.001291536,0.000650842,0.000640695,0.00043776,0.000853777
719429,202790,12461312,8.305614592,6.172749937,34.57707421,48.30754844,7.0238696,,29.6,881,472,409,387,494,0.001224582,0.000656076,0.000568506,0.000537927,0.000686656
742957,220013,13153266,8.628493977,6.361224003,35.20973694,48.04403247,7.529906272,,37.4,800,415,385,278,522,0.001076778,0.000558579,0.0005182,0.00037418,0.000702598
734782,220637,12741378,9.195788683,6.746638467,35.45082399,48.60164792,7.925895873,,36.3,919,569,350,455,464,0.001250711,0.000774379,0.000476332,0.000619231,0.00063148
749347,225646,13118744,9.285684736,6.929454695,36.09360063,48.50011515,7.642792161,430,27.7,569,387,182,177,392,0.000759328,0.00051645,0.000242878,0.000236206,0.000523122
762841,242706,13847591,9.564247333,7.281253545,35.07770119,48.85174419,7.024208476,430,30.7,745,433,312,295,450,0.000976612,0.000567615,0.000408997,0.000386712,0.0005899
774678,248151,14045929,9.456316044,7.361186811,35.65066849,46.47646869,6.088446377,434,32.1,763,383,380,315,448,0.000984925,0.000494399,0.000490526,0.000406621,0.000578305
771869,256080,14787439,9.08042686,7.299401881,35.20837961,47.17204562,5.474176533,450,38.3,609,397,212,220,389,0.000788994,0.000514336,0.000274658,0.000285022,0.000503972
772909,260927,15202009,9.280911466,7.256990047,35.51393259,47.65697814,5.292603836,585,31,758,429,329,286,472,0.000980711,0.000555046,0.000425665,0.000370031,0.00061068
746506,261322,15355766,9.047884411,7.303647904,35.39749721,46.59564936,4.88069226,582,34,735,438,297,249,486,0.000984587,0.000586733,0.000397853,0.000333554,0.000651033
720972,260460,15692040,9.407161443,6.967163169,35.38947453,47.24287198,5.1520214,595,39.1,712,378,334,216,496,0.000987556,0.000524292,0.000463263,0.000299596,0.00068796
753925,278025,16846730,9.30065988,6.450643125,34.34694569,49.3299664,5.442210399,595,35.4,270,205,65,92,178,0.000358126,0.00027191,8.62E-05,0.000122028,0.000236098
733706,284027,17102955,10.64295508,6.372820189,35.86279902,49.47388034,5.344419262,571,30.9,468,277,191,140,328,0.000637858,0.000377535,0.000260322,0.000190812,0.000447046
733706,284027,17102955,10.64295508,6.372820189,35.86279902,49.47388034,5.344419262,544,42.1,612,379,233,132,480,0.000834122,0.000516556,0.000317566,0.000179909,0.000654213
145058,33344,2554525,5.56880696,4.748526414,17.73755133,47.39702206,4.086424952,,38.5,174,124,50,13,161,0.00119952,0.00085483,0.00034469,8.96E-05,0.001109901
145058,33344,2554525,5.56880696,4.748526414,17.73755133,47.39702206,4.086424952,,35.7,174,124,50,13,161,0.00119952,0.00085483,0.00034469,8.96E-05,0.001109901
145058,33344,2554525,5.56880696,4.748526414,17.73755133,47.39702206,4.086424952,,29.3,151,116,35,28,123,0.001040963,0.00079968,0.000241283,0.000193026,0.000847937
145058,33344,2554525,5.56880696,4.748526414,17.73755133,47.39702206,4.086424952,,32.2,211,132,79,28,183,0.001454591,0.000909981,0.00054461,0.000193026,0.001261564
142677,31302,2586746,5.920365581,5.169954617,17.96108919,49.03752039,4.266611702,,29.6,179,112,67,22,157,0.001254582,0.00078499,0.000469592,0.000154194,0.001100388
124618,27789,2234198,6.137155146,5.365802235,18.63205971,50.17338276,5.128355067,,37.4,167,113,54,36,131,0.001340095,0.000906771,0.000433324,0.000288883,0.001051213
124155,29101,2295812,5.897466876,5.203634151,19.69720445,45.62310372,5.497048953,,36.3,134,82,52,7,127,0.001079296,0.000660465,0.000418831,5.64E-05,0.001022915
137086,34261,2614024,5.783960434,5.292479109,18.58943577,45.96921752,4.759096925,112,27.7,124,84,40,6,118,0.000904542,0.000612754,0.000291788,4.38E-05,0.000860774
133517,33030,2516734,5.972273194,5.328848883,19.19459504,46.02546272,4.613375693,115,30.7,140,72,68,11,129,0.001048556,0.000539257,0.000509298,8.24E-05,0.000966169
150864,38771,2940392,5.931832644,4.642280516,19.63515211,45.05331479,4.354778594,127,32.1,136,70,66,0,136,0.000901474,0.000463994,0.00043748,0,0.000901474
146787,39610,2928130,5.634013911,4.855505686,19.16206742,44.70176121,3.851406719,112,38.3,147,106,41,22,125,0.001001451,0.000722135,0.000279316,0.000149877,0.000851574
147203,41245,3013778,5.520267929,4.860838186,18.78250746,45.76627012,3.610982202,134,31,173,100,73,22,151,0.001175248,0.000679334,0.000495914,0.000149453,0.001025794
161500,42100,3505975,5.172755418,4.523852297,18.1864833,44.68585403,3.331346295,98,34,144,105,39,23,121,0.000891641,0.000650155,0.000241486,0.000142415,0.000749226
152793,39881,3424388,4.638301493,3.984871927,18.35386378,41.90810653,3.527818749,85,39.1,130,111,19,23,107,0.000850824,0.000726473,0.000124351,0.00015053,0.000700294
146328,35485,3078493,5.331173801,4.055611583,16.9307005,42.16186253,3.355527638,140,35.4,85,62,23,18,67,0.000580887,0.000423706,0.000157181,0.000123011,0.000457875
136644,34906,3061285,5.594830362,4.007943327,17.29591025,43.85278896,3.346005554,81,30.9,76,56,20,11,65,0.00055619,0.000409824,0.000146366,8.05E-05,0.000475689
136644,34906,3061285,5.594830362,4.007943327,17.29591025,43.85278896,3.346005554,97,42.1,122,85,37,23,99,0.000892831,0.000622054,0.000270777,0.000168321,0.00072451
184025,54968,3736129,5.20364081,6.025852853,25.78195411,42.11461318,5.602901886,,38.5,,,,,,,,,,
184025,54968,3736129,5.20364081,6.025852853,25.78195411,42.11461318,5.602901886,,35.7,,,,,,,,,,
184025,54968,3736129,5.20364081,6.025852853,25.78195411,42.11461318,5.602901886,,29.3,,,,,,,,,,
184025,54968,3736129,5.20364081,6.025852853,25.78195411,42.11461318,5.602901886,,32.2,,,,,,,,,,
185134,57565,3727101,5.924357492,5.572391951,26.97189614,44.4015651,5.800628937,,29.6,,,,,,,,,,
189017,60731,3971150,6.367681214,5.931243923,28.04004304,45.45775893,6.430822655,,37.4,,,,,,,,,,
185539,63440,4205694,6.660594269,6.096570335,25.56192543,46.38637146,6.478096896,,36.3,,,,,,,,,,
197739,65997,4354260,6.535888216,5.696473241,26.70496715,47.12815234,6.47894186,198,27.7,,,,,,,,,,
192876,63816,4144530,7.375723263,5.411758491,28.01915506,47.9146943,5.780540772,274,30.7,,,,,,,,,,
215983,73402,4728272,7.602913192,5.471892912,27.84473235,47.01082056,5.194826867,260,32.1,,,,,,,,,,
221197,74717,4985523,7.35498221,5.390923114,26.55110272,47.49746052,5.033885817,282,38.3,,,,,,,,,,
226410,79413,5201506,7.206395477,5.158250376,25.95372555,47.94803526,4.609819121,274,31,,,,,,,,,,
227715,80413,5482290,6.942889138,5.498093502,25.78507703,45.76450073,4.21168688,252,34,,,,,,,,,,
207914,74988,5209482,7.366026338,5.581766713,26.35813858,47.02994361,4.215607682,252,39.1,,,,,,,,,,
232364,84392,5756953,7.007109535,4.583538138,25.16361678,46.59656632,4.408722197,208,35.4,,,,,,,,,,
233315,93004,6307279,6.822964662,4.535608505,25.57999537,47.02661115,3.810513486,302,30.9,,,,,,,,,,
233315,93004,6307279,6.822964662,4.535608505,25.57999537,47.02661115,3.810513486,,42.1,,,,,,,,,,
165740,38501,2608329,8.945336069,16.69735477,23.5387513,44.45840497,7.857338382,,38.5,311,200,111,172,139,0.001876433,0.001206709,0.000669724,0.00103777,0.000838663
165740,38501,2608329,8.945336069,16.69735477,23.5387513,44.45840497,7.857338382,,35.7,310,199,111,171,139,0.001870399,0.001200676,0.000669724,0.001031736,0.000838663
165740,38501,2608329,8.945336069,16.69735477,23.5387513,44.45840497,7.857338382,,29.3,144,85,59,6,138,0.000868831,0.000512851,0.000355979,3.62E-05,0.000832629
165740,38501,2608329,8.945336069,16.69735477,23.5387513,44.45840497,7.857338382,,32.2,96,70,26,28,68,0.00057922,0.000422348,0.000156872,0.000168939,0.000410281
168286,40863,2766106,9.835636951,17.79216501,23.65415736,44.17513683,7.844109592,,29.6,85,54,31,9,76,0.000505093,0.000320882,0.00018421,5.35E-05,0.000451612
171341,43781,2832019,10.29701006,17.69375288,24.84732132,44.71618909,8.596659925,,37.4,80,49,31,7,73,0.000466905,0.000285979,0.000180926,4.09E-05,0.000426051
168536,43377,2727021,11.4646129,18.25956621,26.24158282,48.20904287,9.2956621,,36.3,87,66,21,20,67,0.00051621,0.000391608,0.000124602,0.000118669,0.000397541
168686,44940,2710446,11.80299491,18.36013386,26.99499524,49.44267516,8.078146919,52,27.7,111,80,31,18,93,0.000658027,0.000474254,0.000183773,0.000106707,0.00055132
171517,46484,2816738,11.7784243,18.28973374,27.29936,47.62533708,7.440082506,68,30.7,158,105,53,35,123,0.000921191,0.000612184,0.000309007,0.000204061,0.00071713
168354,45629,2728893,11.9991209,17.87596976,28.48729827,49.80071212,6.560011018,86,32.1,138,88,50,26,112,0.000819701,0.000522708,0.000296993,0.000154436,0.000665265
171369,48855,2935906,11.34160788,18.24822859,27.5352806,49.92956983,5.362103568,88,38.3,153,81,72,17,136,0.00089281,0.000472664,0.000420146,9.92E-05,0.000793609
171295,50356,3027580,10.61326951,17.25958089,27.08804939,49.60386369,4.54292433,73,31,141,78,63,30,111,0.000823141,0.000455355,0.000367787,0.000175136,0.000648005
167181,49867,3090348,10.25475383,16.88486692,27.32965447,46.13584413,4.351847516,90,34,164,81,83,18,146,0.000980973,0.000484505,0.000496468,0.000107668,0.000873305
171960,51551,3184278,10.22272622,15.74829809,27.32896078,46.20838147,4.196271261,103,39.1,157,56,101,28,129,0.000913003,0.000325657,0.000587346,0.000162829,0.000750174
170289,52539,3309438,10.07522506,15.09429221,26.29959011,47.51026838,4.502855811,97,35.4,122,53,69,9,113,0.000716429,0.000311236,0.000405194,5.29E-05,0.000663578
170881,55546,3500813,10.30249121,14.83349523,26.211122,47.10181311,4.024257721,103,30.9,116,39,77,5,111,0.000678835,0.000228229,0.000450606,2.93E-05,0.000649575
170881,55546,3500813,10.30249121,14.83349523,26.211122,47.10181311,4.024257721,98,42.1,139,40,99,2,137,0.000813432,0.000234081,0.000579351,1.17E-05,0.000801728
168407,34928,1988263,13.09565517,37.33469555,30.47539235,46.76766162,8.697055636,,38.5,215,138,77,37,178,0.001276669,0.000819443,0.000457226,0.000219706,0.001056963
168407,34928,1988263,13.09565517,37.33469555,30.47539235,46.76766162,8.697055636,,35.7,251,160,91,37,214,0.001490437,0.000950079,0.000540358,0.000219706,0.001270731
