Total Population,Median Gross Rent,Median Household Income,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,"Total Year-Round Beds (ES, TH, SH)",Average Temperature,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,Overall_Homeless_Per_Capita,Overall_Homeless_Individuals_Per_Capita,Overall_Homeless_People_in_Families_Per_Capita,Unsheltered_Homeless_Per_Capita,Sheltered_Homeless_Per_Capita
2308593,635103,29952647,14.01290743,5.99868618,47.43183047,55.51539934,9.784744012,,42.1,4251,2712,1539,1678,2573,0.001841381,0.001174741,0.00066664,0.00072685,0.001114532
2333160,645125,30379155,14.49214799,5.726115098,47.58733177,56.16340074,9.149210523,2013,50.1,3833,2561,1272,1678,2155,0.001642836,0.001097653,0.000545183,0.000719196,0.00092364
2829839,886338,41515778,12.93995878,5.614073123,43.40170711,55.12640327,7.645225719,2037,48.6,4452,3073,1379,2201,2251,0.001573234,0.001085928,0.000487307,0.000777783,0.000795452
2850022,912853,42643852,12.5130613,5.439583089,44.08071705,55.10353585,6.763365986,2030,44.5,4319,3028,1291,2201,2118,0.001515427,0.001062448,0.000452979,0.000772275,0.000743152
2794014,919901,42619197,12.25931581,5.59665404,44.30195633,54.93697401,5.823390418,2315,42.2,4792,3527,1265,2584,2208,0.001715095,0.001262342,0.000452754,0.000924834,0.000790261
2849091,972243,45166502,11.67021341,5.741894733,44.66883685,54.59013722,5.144256578,2521,48.9,4955,3780,1175,2584,2371,0.001739151,0.001326739,0.000412412,0.000906956,0.000832195
2788865,984214,46122361,11.1416293,6.193352082,44.88118719,54.22641629,4.63557303,3094,46.1,6860,5310,1550,3961,2899,0.002459782,0.001904,0.000555782,0.001420291,0.001039491
2705723,1044597,49615562,10.53078974,6.120629682,45.18793646,53.66862995,4.985359904,3184,45.3,6978,5499,1479,3961,3017,0.002578978,0.002032359,0.000546619,0.001463934,0.001115044
2655130,1085038,50975292,10.28744355,6.162027165,46.13131755,53.51082841,5.503688173,3168,45.5,2441,1398,1043,0,2441,0.000919352,0.000526528,0.000392824,0,0.000919352
2565530,1108680,52342014,10.19621677,6.000658196,47.14409019,53.65960065,5.465525272,3397,46.2,5718,4517,1201,3057,2661,0.002228779,0.00176065,0.000468129,0.001191567,0.001037213
2565530,1108680,52342014,10.19621677,6.000658196,47.14409019,53.65960065,5.465525272,3658,42.6,6050,4846,1204,3057,2993,0.002358187,0.001888888,0.000469299,0.001191567,0.001166621
370104,96546,4386447,14.77584679,6.853661255,48.62038433,54.50443799,8.390535581,,41.5,4253,3212,1041,2773,1480,0.011491365,0.008678642,0.002812723,0.007492489,0.003998876
370104,96546,4386447,14.77584679,6.853661255,48.62038433,54.50443799,8.390535581,,41.1,4253,3212,1041,2773,1480,0.011491365,0.008678642,0.002812723,0.007492489,0.003998876
370104,96546,4386447,14.77584679,6.853661255,48.62038433,54.50443799,8.390535581,,46.9,4121,3333,788,2973,1148,0.011134708,0.009005577,0.002129131,0.008032877,0.003101831
370104,96546,4386447,14.77584679,6.853661255,48.62038433,54.50443799,8.390535581,,45.2,4121,3333,788,2973,1148,0.011134708,0.009005577,0.002129131,0.008032877,0.003101831
375052,99712,4527479,14.48839094,7.117624453,49.04639524,54.30063917,8.433159632,,45.2,1698,1377,321,868,830,0.004527372,0.003671491,0.000855881,0.002314346,0.002213026
379715,102040,4622896,15.72732181,7.509337961,49.02814987,54.12417103,9.272671,,46.5,1546,1318,228,868,678,0.004071475,0.003471024,0.00060045,0.002285925,0.00178555
373913,97913,4349409,16.78706009,7.452680793,50.1079632,54.61168206,9.830380622,,42.1,1882,1464,418,978,904,0.005033256,0.003915349,0.001117907,0.002615582,0.002417675
378214,100338,4478981,17.34785069,7.312775991,50.48491859,54.47495754,9.335949228,726,50.1,1832,1443,389,978,854,0.004843819,0.0038153,0.001028518,0.002585838,0.002257981
432687,131499,5919239,15.71967727,7.391685328,48.07642437,54.84590489,8.043889725,719,48.6,1729,1393,336,890,839,0.00399596,0.003219417,0.000776543,0.002056914,0.001939046
431695,134345,5959096,15.44609041,7.507207154,48.24827372,55.42729909,7.239761402,771,44.5,1813,1385,428,890,923,0.004199724,0.003208284,0.000991441,0.002061641,0.002138084
426217,138510,6203393,15.2131426,7.448363437,48.54901064,55.06998926,6.567048938,824,42.2,1860,1422,438,893,967,0.004363974,0.003336329,0.001027646,0.002095177,0.002268797
412726,137552,6291545,14.76548606,7.448057722,48.87865409,54.92437883,6.195518276,815,48.9,1706,1335,371,893,813,0.004133493,0.003234591,0.000898901,0.002163663,0.00196983
433028,148863,6854692,13.13263807,7.29943107,48.23964114,54.43691701,5.802242922,769,46.1,1803,1435,368,1133,670,0.004163703,0.003313873,0.00084983,0.002616459,0.001547244
388893,167660,7861578,12.75826513,7.477113699,47.92398404,53.8367977,5.304464268,810,45.3,1897,1582,315,1223,674,0.004877948,0.004067957,0.000809991,0.003144824,0.001733125
397704,177654,8486935,13.34560377,6.780848258,47.29928836,54.32910209,5.658760642,674,45.5,500,385,115,0,500,0.001257216,0.000968057,0.00028916,0,0.001257216
368628,176024,8252527,13.63732543,6.923088113,47.95333062,55.085312,5.851009654,746,46.2,1962,1760,202,1367,595,0.005322439,0.004774461,0.000547978,0.003708346,0.001614093
368628,176024,8252527,13.63732543,6.923088113,47.95333062,55.085312,5.851009654,855,42.6,1887,1595,292,1202,685,0.005118982,0.004326855,0.000792126,0.00326074,0.001858242
777155,127430,7094673,20.07218637,10.99298959,38.90332982,51.0276145,12.48721567,,41.5,1537,1248,289,632,905,0.001977726,0.001605857,0.000371869,0.000813223,0.001164504
777155,127430,7094673,20.07218637,10.99298959,38.90332982,51.0276145,12.48721567,,41.1,1537,1248,289,632,905,0.001977726,0.001605857,0.000371869,0.000813223,0.001164504
777155,127430,7094673,20.07218637,10.99298959,38.90332982,51.0276145,12.48721567,,46.9,1499,1251,248,832,667,0.00192883,0.001609717,0.000319113,0.001070572,0.000858259
777155,127430,7094673,20.07218637,10.99298959,38.90332982,51.0276145,12.48721567,,45.2,1499,1251,248,832,667,0.00192883,0.001609717,0.000319113,0.001070572,0.000858259
789028,132179,7119204,21.31660727,11.14992134,40.25715585,51.32962089,12.5524739,,45.2,1439,1236,203,833,606,0.001823763,0.001566484,0.000257279,0.001055729,0.000768034
807998,138052,7121048,22.30611957,10.87360363,41.26170673,52.83937211,13.22800791,,46.5,1352,1146,206,833,519,0.001673271,0.00141832,0.000254951,0.001030943,0.000642328
818114,139679,7114743,22.75880867,10.74722968,42.47411257,52.35583916,13.79165108,,42.1,1152,924,228,605,547,0.001408117,0.001129427,0.00027869,0.000739506,0.000668611
830452,141115,7203827,23.19002182,10.46388775,43.22755235,51.96724295,13.34567421,671,50.1,992,725,267,415,577,0.00119453,0.000873019,0.000321512,0.000499728,0.000694802
838200,143385,7307144,23.26413744,10.33478843,43.46075439,51.36817371,12.74480404,688,48.6,954,733,221,409,545,0.001138153,0.000874493,0.00026366,0.00048795,0.000650203
846778,145361,7464977,22.88321142,9.858212809,43.31319904,51.06522743,11.97230905,682,44.5,1067,875,192,506,561,0.001260071,0.001033329,0.000226742,0.000597559,0.000662511
857803,149908,7605256,22.25965635,9.732448337,42.91562119,50.81253422,10.92661468,681,42.2,810,623,187,269,541,0.000944273,0.000726274,0.000217999,0.000313592,0.000630681
855258,152257,7835077,21.80581766,9.493562408,42.33057732,50.70370867,10.32619041,587,48.9,885,715,170,370,515,0.001034775,0.000836005,0.00019877,0.000432618,0.000602157
840300,155161,7881306,21.07568725,9.45111337,42.68615743,52.1049882,9.984345341,650,46.1,1330,1118,212,805,525,0.001582768,0.001330477,0.000252291,0.000957991,0.000624777
720003,205677,10214763,21.67532635,9.389054285,45.00646638,51.49550039,9.396963012,697,45.3,1580,1360,220,1004,576,0.002194435,0.001888881,0.000305554,0.001394439,0.000799997
710126,208063,10368949,20.64168894,9.41744299,44.85443512,51.35240533,9.65571953,880,45.5,2150,1633,517,1581,569,0.003027632,0.002299592,0.00072804,0.002226365,0.000801266
705454,224699,11240364,20.93049299,9.353593982,43.96957624,52.53930482,9.040700339,1105,46.2,1603,1366,237,728,875,0.002272296,0.001936342,0.000335954,0.00103196,0.001240336
705454,224699,11240364,20.93049299,9.353593982,43.96957624,52.53930482,9.040700339,1156,42.6,1948,1749,199,1017,931,0.002761342,0.002479254,0.000282088,0.001441625,0.001319718
440493,105111,5125353,19.34060246,8.152748805,59.30332062,53.91392086,11.16376494,,41.5,3829,2814,1015,2150,1679,0.008692533,0.006388297,0.002304236,0.004880895,0.003811638
440493,105111,5125353,19.34060246,8.152748805,59.30332062,53.91392086,11.16376494,,41.1,3829,2814,1015,2150,1679,0.008692533,0.006388297,0.002304236,0.004880895,0.003811638
440493,105111,5125353,19.34060246,8.152748805,59.30332062,53.91392086,11.16376494,,46.9,3909,3200,709,1755,2154,0.008874148,0.007264588,0.00160956,0.003984172,0.004889976
440493,105111,5125353,19.34060246,8.152748805,59.30332062,53.91392086,11.16376494,,45.2,3909,3200,709,1755,2154,0.008874148,0.007264588,0.00160956,0.003984172,0.004889976
442931,111329,5360611,19.74731956,8.31406466,60.33984881,53.96788259,11.14046885,,45.2,3164,2596,568,2203,961,0.007143325,0.005860958,0.001282367,0.004973687,0.002169638
442492,113028,5189230,20.67946991,7.46347337,61.15462796,54.75928357,11.85310583,,46.5,3170,2609,561,2203,967,0.007163971,0.005896152,0.00126782,0.004978621,0.00218535
439625,115497,5204157,20.92760876,7.044066579,61.54326753,55.39880062,12.68892398,,42.1,2847,2322,525,1879,968,0.006475974,0.005281774,0.0011942,0.004274097,0.002201877
430128,110879,4999161,21.76189413,6.879955228,63.58020981,55.35016595,12.3579848,973,50.1,2738,2260,478,1879,859,0.006365547,0.00525425,0.001111297,0.004368467,0.00199708
457432,126696,5689115,20.709089,6.096605667,59.83428672,55.08779286,10.71799106,760,48.6,2345,1937,408,1513,832,0.005126445,0.004234509,0.000891936,0.003307595,0.00181885
452536,128015,5839322,20.41848604,5.441617836,61.27463946,53.4913359,9.431314873,642,44.5,2250,1908,342,1513,737,0.00497198,0.004216239,0.000755741,0.00334338,0.0016286
450036,130745,5992275,19.0873619,5.217712573,61.04289657,52.5475575,8.247820319,600,42.2,1863,1646,217,1208,655,0.004139669,0.003657485,0.000482184,0.00268423,0.001455439
436689,133139,6107810,18.01968907,5.306916575,60.65353055,52.33601599,7.01559795,614,48.9,1873,1678,195,1208,665,0.004289094,0.003842552,0.000446542,0.002766271,0.001522823
441731,140397,6337104,16.81453192,5.380132246,61.24558132,52.6367588,5.980338613,622,46.1,1894,1700,194,1275,619,0.004287677,0.003848496,0.000439181,0.002886372,0.001401305
430430,150932,6786713,15.75401343,5.702549813,60.96569995,52.11841391,6.486351438,562,45.3,2034,1771,263,1582,452,0.004725507,0.00411449,0.000611017,0.003675394,0.001050113
433114,159145,7163156,15.50307771,5.630430927,60.91640828,53.24832905,6.931637249,769,45.5,603,487,116,0,603,0.001392243,0.001124415,0.000267828,0,0.001392243
418120,170767,7730342,15.26116904,5.931757578,61.7255144,53.31000656,6.660195788,1322,46.2,3296,3191,105,2287,1009,0.007882904,0.00763178,0.000251124,0.005469722,0.002413183
418120,170767,7730342,15.26116904,5.931757578,61.7255144,53.31000656,6.660195788,1284,42.6,3447,3353,94,2482,965,0.008244045,0.008019229,0.000224816,0.005936095,0.00230795
121849,34876,1781217,14.28571429,8.115173033,60.4687699,49.18896145,8.61772506,,41.5,969,676,293,535,434,0.007952466,0.00554785,0.002404616,0.00439068,0.003561785
121849,34876,1781217,14.28571429,8.115173033,60.4687699,49.18896145,8.61772506,,41.1,983,690,293,549,434,0.008067362,0.005662747,0.002404616,0.004505577,0.003561785
121849,34876,1781217,14.28571429,8.115173033,60.4687699,49.18896145,8.61772506,,46.9,1144,918,226,741,403,0.00938867,0.007533915,0.001854755,0.006081297,0.003307372
121849,34876,1781217,14.28571429,8.115173033,60.4687699,49.18896145,8.61772506,,45.2,1137,875,262,646,491,0.009331221,0.007181019,0.002150202,0.005301644,0.004029578
121428,39418,2042390,13.16335606,8.107345164,58.76016302,48.34100098,8.481369469,,45.2,1216,1022,194,763,453,0.010014165,0.00841651,0.001597655,0.006283559,0.003730606
126262,40883,2081801,13.4482267,7.244554565,59.52276533,48.43765699,9.965988307,,46.5,904,779,125,437,467,0.007159716,0.006169711,0.000990005,0.003461057,0.003698658
124573,39267,1954971,13.70521702,6.930674443,59.57025328,48.27960638,10.50784358,,42.1,772,503,269,393,379,0.00619717,0.004037793,0.002159376,0.003154777,0.003042393
126656,42355,2081901,15.1710144,6.936647192,60.14886917,49.51043721,9.218924695,261,50.1,666,512,154,401,265,0.005258338,0.004042446,0.001215892,0.003166056,0.002092281
133721,47192,2405163,15.55926145,7.280122194,58.59975098,49.72868724,8.136044031,231,48.6,632,517,115,442,190,0.004726258,0.003866259,0.00086,0.00330539,0.001420869
134187,49332,2422052,16.04998994,7.760252366,59.53032376,51.31175795,7.199584255,152,44.5,530,453,77,352,178,0.003949712,0.003375886,0.000573826,0.002623205,0.001326507
133765,50175,2490883,15.58255149,9.041217053,58.0291332,51.95723574,5.743143813,163,42.2,575,465,110,347,228,0.004298583,0.003476246,0.000822338,0.002594102,0.001704482
135571,55279,2566540,16.00637304,9.834256049,59.49616481,51.74254115,4.672607412,178,48.9,677,573,104,462,215,0.004993693,0.004226568,0.000767126,0.003407808,0.001585885
133396,55513,2619262,14.92773397,10.30101944,61.11696725,49.11411458,4.225657129,177,46.1,542,465,77,321,221,0.00406309,0.003485862,0.000577229,0.002406369,0.001656721
136446,58787,2788644,14.18070152,9.37017162,60.43885538,48.1104034,4.989709219,183,45.3,527,454,73,294,233,0.003862334,0.003327324,0.00053501,0.002154699,0.001707635
136162,65710,3107458,13.14757421,9.95911312,59.06892605,48.271875,5.231343382,135,45.5,171,118,53,0,171,0.001255857,0.000866615,0.000389242,0,0.001255857
132081,69539,3249963,13.55531833,9.56527575,60.08719852,47.72593942,5.195393116,154,46.2,512,436,76,280,232,0.003876409,0.003301005,0.000575404,0.002119911,0.001756498
132081,69539,3249963,13.55531833,9.56527575,60.08719852,47.72593942,5.195393116,201,42.6,556,487,69,303,253,0.004209538,0.003687131,0.000522407,0.002294047,0.001915491
1852385,481108,22443533,14.39004311,15.31190307,32.14276704,57.14599686,13.42017435,,41.5,4508,3343,1165,3178,1330,0.002433619,0.0018047,0.000628919,0.001715626,0.000717993
1852385,481108,22443533,14.39004311,15.31190307,32.14276704,57.14599686,13.42017435,,41.1,4508,3343,1165,3178,1330,0.002433619,0.0018047,0.000628919,0.001715626,0.000717993
1852385,481108,22443533,14.39004311,15.31190307,32.14276704,57.14599686,13.42017435,,46.9,3366,2282,1084,2043,1323,0.001817117,0.001231925,0.000585192,0.001102902,0.000714214
1852385,481108,22443533,14.39004311,15.31190307,32.14276704,57.14599686,13.42017435,,45.2,3126,1618,1508,2043,1083,0.001687554,0.000873469,0.000814086,0.001102902,0.000584652
1823469,474640,21823620,15.63684384,16.08247125,33.69776691,57.6834253,13.46168729,,45.2,6203,5655,548,5090,1113,0.003401758,0.003101232,0.000300526,0.002791383,0.000610375
1891093,490768,21914713,16.88039668,16.04523957,35.08778131,58.19554571,14.82528275,,46.5,6096,5605,491,5090,1006,0.003223533,0.002963894,0.000259638,0.002691565,0.000531967
1918266,499707,21855364,17.59881059,16.03758017,35.99253806,57.97576958,15.4916353,,42.1,2978,2374,604,1888,1090,0.001552444,0.001237576,0.000314868,0.000984222,0.000568222
1941769,494090,21454400,18.19742719,15.66864814,36.74931322,58.27145317,14.88866122,1385,50.1,2945,2390,555,1888,1057,0.001516658,0.001230836,0.000285822,0.000972309,0.000544349
2232185,584151,25488877,16.60525449,14.33795408,35.2515641,56.95612159,12.89179039,1297,48.6,2372,2066,306,1488,884,0.001062636,0.000925551,0.000137085,0.000666611,0.000396025
2251921,593950,25984547,16.26398084,14.1349452,35.49300774,56.16443971,11.37702351,1023,44.5,2165,1900,265,1351,814,0.000961401,0.000843724,0.000117677,0.000599932,0.000361469
2266519,604190,27041431,15.55424861,14.07076037,35.02757332,56.26031263,9.982516368,834,42.2,2406,2172,234,1638,768,0.00106154,0.000958298,0.000103242,0.000722694,0.000338846
2293638,627028,28245849,14.71422256,13.95519001,34.75076822,55.88146243,8.669395947,782,48.9,2316,2087,229,1685,631,0.00100975,0.000909908,9.98E-05,0.000734641,0.000275109
2324571,650903,29735986,13.6340856,13.69159356,34.05228479,55.37713446,7.52772979,823,46.1,2811,2522,289,2045,766,0.001209255,0.001084931,0.000124324,0.000879732,0.000329523
2210495,734129,33415607,12.72226357,13.13640113,33.71815879,55.17099857,7.361928112,931,45.3,2884,2643,241,2155,729,0.001304685,0.00119566,0.000109025,0.000974895,0.00032979
2175917,765096,35152257,12.08465213,12.29519317,33.01438861,55.53721073,7.245320527,1442,45.5,998,759,239,0,998,0.000458657,0.000348818,0.000109839,0,0.000458657
2157009,820835,38173822,11.66434632,12.15410525,32.72913933,55.2710081,6.825846539,1636,46.2,3316,2826,490,1980,1336,0.001537314,0.001310148,0.000227166,0.000917938,0.000619376
2157009,820835,38173822,11.66434632,12.15410525,32.72913933,55.2710081,6.825846539,1489,42.6,3725,3246,479,2441,1284,0.001726928,0.001504862,0.000222067,0.00113166,0.000595269
1732900,354415,17280474,15.82105142,15.0680947,37.32046339,55.23964298,13.30528914,,41.5,6969,6191,778,5749,1220,0.004021582,0.003572624,0.000448958,0.00331756,0.000704022
1732900,354415,17280474,15.82105142,15.0680947,37.32046339,55.23964298,13.30528914,,41.1,6969,6191,778,5749,1220,0.004021582,0.003572624,0.000448958,0.00331756,0.000704022
1732900,354415,17280474,15.82105142,15.0680947,37.32046339,55.23964298,13.30528914,,46.9,2026,1397,629,1258,768,0.001169138,0.000806163,0.000362975,0.000725951,0.000443188
1732900,354415,17280474,15.82105142,15.0680947,37.32046339,55.23964298,13.30528914,,45.2,2026,1397,629,1258,768,0.001169138,0.000806163,0.000362975,0.000725951,0.000443188
1754830,364350,17222220,17.04524085,15.4222656,38.46750506,56.04944129,13.31500176,,45.2,2825,1916,909,1692,1133,0.001609843,0.001091844,0.000517999,0.000964196,0.000645647
1808114,376121,17294530,18.68792565,15.30237368,39.62932379,57.16288105,14.53588295,,46.5,2532,1781,751,1692,840,0.001400354,0.000985004,0.00041535,0.000935782,0.000464572
1826098,375857,16856949,19.86755366,15.03841587,40.95725578,57.20529544,15.13441773,,42.1,2321,1401,920,1247,1074,0.001271016,0.00076721,0.000503806,0.000682877,0.000588139
1877907,391833,17610420,20.12964433,14.52691866,41.34815406,57.30735666,14.38389226,1110,50.1,2315,1531,784,1247,1068,0.001232755,0.000815269,0.000417486,0.000664037,0.000568718
2032515,432955,19200955,19.28876294,13.09608872,41.06384226,56.83072142,12.66303585,863,48.6,2149,1524,625,1311,838,0.001057311,0.00074981,0.000307501,0.000645014,0.000412297
2034900,444803,19638049,18.93478795,12.97529613,41.55757167,56.38095696,11.02752338,714,44.5,1887,1422,465,1191,696,0.000927318,0.000698806,0.000228512,0.000585287,0.000342032
2077890,468564,21108364,17.8168238,12.58846325,41.0873465,55.45601538,9.862009733,757,42.2,1866,1432,434,1179,687,0.000898026,0.000689161,0.000208866,0.000567403,0.000330624
2075530,477542,21838017,16.96385983,11.79525754,40.99963452,55.4404843,8.790964154,754,48.9,2118,1593,525,1443,675,0.001020462,0.000767515,0.000252947,0.000695244,0.000325218
2043792,482646,22293291,15.59972835,11.85591665,40.4703882,54.43877862,7.675942987,703,46.1,2607,2119,488,1920,687,0.00127557,0.001036798,0.000238772,0.00093943,0.00033614
1898873,573272,26877959,15.01896125,11.63430995,41.67827481,54.09968556,7.42183598,693,45.3,3125,2744,381,2390,735,0.001645713,0.001445068,0.000200645,0.001258641,0.000387072
1829980,571432,26853516,14.74174581,10.74386122,42.27444435,54.17968485,7.739315672,875,45.5,905,556,349,0,905,0.000494541,0.000303828,0.000190712,0,0.000494541
1808035,627595,29260389,14.35331728,10.5729928,41.68828797,54.67580344,7.338212703,1091,46.2,3333,2917,416,2389,944,0.001843438,0.001613354,0.000230084,0.001321324,0.000522114
1808035,627595,29260389,14.35331728,10.5729928,41.68828797,54.67580344,7.338212703,1286,42.6,4195,3686,509,2976,1219,0.002320198,0.002038677,0.000281521,0.001645986,0.000674213
621336,177362,8684778,10.52184325,6.093691591,38.45993272,53.28688276,8.718528626,,41.5,1961,1513,448,1535,426,0.003156102,0.002435075,0.000721027,0.002470483,0.000685619
621336,177362,8684778,10.52184325,6.093691591,38.45993272,53.28688276,8.718528626,,41.1,1961,1180,781,1410,551,0.003156102,0.001899133,0.001256969,0.002269304,0.000886799
621336,177362,8684778,10.52184325,6.093691591,38.45993272,53.28688276,8.718528626,,46.9,2193,1653,540,1732,461,0.003529491,0.002660396,0.000869095,0.002787542,0.00074195
621336,177362,8684778,10.52184325,6.093691591,38.45993272,53.28688276,8.718528626,,45.2,1815,1419,396,1291,524,0.002921125,0.002283788,0.000637336,0.002077781,0.000843344
580719,167606,8138843,11.60423544,6.696180978,40.61506054,54.12483632,8.885764096,,45.2,1810,1459,351,980,830,0.003116826,0.002512403,0.000604423,0.001687563,0.001429263
574228,164025,8049096,11.90049945,6.480241709,41.13122991,55.28668849,9.811588091,,46.5,1926,1627,299,1243,683,0.003354068,0.002833369,0.000520699,0.002164645,0.001189423
566506,168617,8046777,13.19244633,6.576508129,42.23024625,56.27278796,10.0576309,,42.1,1674,1294,380,1074,600,0.002954955,0.002284177,0.000670778,0.001895832,0.001059124
582184,169549,8143320,13.16319239,6.588834007,42.20719566,56.09197439,9.558767529,442,50.1,1428,1086,342,910,518,0.002452833,0.00186539,0.000587443,0.00156308,0.000889753
755667,249418,11547317,11.38279163,5.659458406,37.44388229,56.48514797,8.592977947,421,48.6,1417,1084,333,957,460,0.001875165,0.001434494,0.00044067,0.001266431,0.000608734
778819,268644,12612617,10.80636194,5.728009584,37.90923532,56.10765167,7.449235797,412,44.5,1271,1011,260,777,494,0.001631958,0.001298119,0.000333839,0.000997664,0.000634294
782607,276018,12959539,10.39116696,5.955051504,38.27557772,55.10482896,6.584455928,372,42.2,1152,969,183,664,488,0.001472003,0.001238169,0.000233834,0.000848446,0.000623557
801788,296740,13995318,9.607527177,5.913570052,37.82736911,55.10801753,5.945579549,385,48.9,1308,1109,199,830,478,0.001631354,0.001383159,0.000248195,0.001035186,0.000596168
806590,308355,14434742,8.994160602,6.323261621,37.92418422,55.0704917,5.145503663,386,46.1,1669,1472,197,1258,411,0.002069205,0.001824967,0.000244238,0.001559652,0.000509553
773785,335618,15355769,9.016845765,6.377921514,38.06458577,55.36310737,5.135444737,569,45.3,1787,1574,213,1265,522,0.002309427,0.002034157,0.00027527,0.001634821,0.000674606
753035,347593,15918917,8.905296567,6.557226986,37.9359326,55.52291801,5.717802366,892,45.5,949,637,312,0,949,0.001260234,0.00084591,0.000414323,0,0.001260234
728366,360745,16501524,9.335416535,6.72264637,38.2561502,55.94579495,5.374684592,973,46.2,2248,1980,268,1356,892,0.00308636,0.002718414,0.000367947,0.001861701,0.001224659
728366,360745,16501524,9.335416535,6.72264637,38.2561502,55.94579495,5.374684592,1080,42.6,2441,2222,219,1633,808,0.003351337,0.003050664,0.000300673,0.002242005,0.001109332
176922,46601,2074600,13.30755926,4.835328911,63.18528799,59.48953036,9.993685219,,41.5,296,161,135,63,233,0.001673054,0.000910006,0.000763048,0.000356089,0.001316965
176922,46601,2074600,13.30755926,4.835328911,63.18528799,59.48953036,9.993685219,,41.1,296,161,135,63,233,0.001673054,0.000910006,0.000763048,0.000356089,0.001316965
176922,46601,2074600,13.30755926,4.835328911,63.18528799,59.48953036,9.993685219,,46.9,306,157,149,168,138,0.001729576,0.000887397,0.000842179,0.000949571,0.000780005
176922,46601,2074600,13.30755926,4.835328911,63.18528799,59.48953036,9.993685219,,45.2,428,286,142,128,300,0.002419145,0.001616532,0.000802614,0.000723483,0.001695662
184643,49564,2303949,13.57430284,5.120876997,61.14086147,61.78836634,9.596636038,,45.2,412,297,115,121,291,0.002231333,0.001608509,0.000622824,0.000655319,0.001576014
177190,47297,2096634,13.44996896,5.226188756,63.09665416,63.2652568,11.02614435,,46.5,299,165,134,120,179,0.001687454,0.000931204,0.00075625,0.000677239,0.001010215
173009,47300,2044246,14.4235271,5.678869564,64.08124126,62.11853596,11.22931835,,42.1,318,200,118,107,211,0.001838055,0.001156009,0.000682045,0.000618465,0.00121959
163542,43285,1707151,15.60944589,5.876442421,68.9134641,61.58538061,11.05645901,142,50.1,292,204,88,107,185,0.001785474,0.001247386,0.000538088,0.000654266,0.001131208
185112,55116,2323405,14.47826181,5.514545633,64.03369098,59.73739252,9.761117695,88,48.6,208,133,75,122,86,0.001123644,0.000718484,0.00040516,0.00065906,0.000464584
187761,59356,2492099,14.58449838,5.152354571,64.60426402,58.2242716,9.051418619,89,44.5,240,176,64,55,185,0.001278221,0.000937362,0.000340859,0.000292926,0.000985295
189708,62305,2581222,15.39892888,5.309600922,65.34877317,58.18585052,7.95246893,104,42.2,168,72,96,57,111,0.000885572,0.000379531,0.000506041,0.000300462,0.00058511
186248,58939,2451243,15.06485976,5.389163784,67.22025552,57.64162802,7.283960822,104,48.9,260,168,92,156,104,0.001395988,0.000902023,0.000493965,0.000837593,0.000558395
190033,63693,2641932,13.5976383,5.677687381,67.3969818,57.33526036,6.436554964,110,46.1,243,162,81,147,96,0.001278725,0.000852484,0.000426242,0.00077355,0.000505175
193788,75790,2979700,13.99415857,6.412668144,66.64831004,58.31646354,7.483558325,111,45.3,169,104,65,75,94,0.000872087,0.000536669,0.000335418,0.000387021,0.000485066
192202,79045,3078554,14.00505718,7.024937624,67.20060068,58.43575419,7.77507085,86,45.5,88,35,53,0,88,0.000457852,0.0001821,0.000275752,0,0.000457852
188393,82584,3226213,13.53181912,6.832705657,67.32676056,58.80088699,8.158531768,139,46.2,225,155,70,103,122,0.001194312,0.000822748,0.000371564,0.000546729,0.000647582
188393,82584,3226213,13.53181912,6.832705657,67.32676056,58.80088699,8.158531768,124,42.6,195,123,72,89,106,0.00103507,0.000652891,0.00038218,0.000472417,0.000562654
167203,22452,1248084,20.12404084,12.37441299,43.68741326,50.60847466,16.47940075,,41.5,342,54,288,229,113,0.002045418,0.000322961,0.001722457,0.001369593,0.000675825
167203,22452,1248084,20.12404084,12.37441299,43.68741326,50.60847466,16.47940075,,41.1,393,289,104,237,156,0.002350436,0.001728438,0.000621998,0.001417439,0.000932998
167203,22452,1248084,20.12404084,12.37441299,43.68741326,50.60847466,16.47940075,,46.9,505,400,105,348,157,0.003020281,0.002392302,0.000627979,0.002081302,0.000938978
167203,22452,1248084,20.12404084,12.37441299,43.68741326,50.60847466,16.47940075,,45.2,505,400,105,348,157,0.003020281,0.002392302,0.000627979,0.002081302,0.000938978
171343,23102,1291825,21.86433061,13.56434576,44.27125548,51.33790254,16.4297135,,45.2,508,398,110,314,194,0.002964813,0.002322826,0.000641987,0.001832581,0.001132232
165444,21785,1183829,22.55445952,14.43554154,43.90134145,51.28130034,18.27889993,,46.5,239,158,81,103,136,0.001444598,0.000955006,0.000489592,0.000622567,0.00082203
170761,23442,1299228,22.40851248,14.35910242,43.65783554,51.07580745,18.51872633,,42.1,252,161,91,104,148,0.001475747,0.000942838,0.000532909,0.000609038,0.000866708
172683,24077,1327630,22.54014582,16.80621585,44.31532262,52.00885339,18.08887755,206,50.1,298,181,117,134,164,0.001725705,0.001048163,0.000677542,0.000775988,0.000949717
173833,24373,1304297,23.06236445,18.04915108,44.49283173,53.83758116,17.41543602,181,48.6,554,432,122,364,190,0.003186967,0.002485144,0.000701823,0.002093964,0.001093003
