COCNUM,year,weighted median income,weighted median rent,total population,tract count
MN-502,2012,57067.09131471935,720.5299414480239,705527.0,173.0
MN-502,2013,57315.25277428818,719.0387107349726,707659.0,173.0
MN-502,2014,58450.02471084405,743.8107142857143,708960.0,173.0
MN-502,2015,59146.82870270628,754.8486699532361,710163.0,173.0
MN-502,2016,60790.9973005597,775.9976602977113,711629.0,173.0
MN-502,2017,63133.74046058444,806.2635416929605,713094.0,173.0
MN-502,2018,65109.80487341525,821.2850866900224,715884.0,173.0
MN-502,2019,67165.08451595849,831.6352004897459,718740.0,173.0
MN-502,2020,69825.41766486771,867.9892090368081,721715.0,184.0
MN-502,2021,74187.17128167422,915.590879956048,731707.0,184.0
MN-502,2022,80255.16628925542,991.8297932022402,734389.0,184.0
MN-502,2023,83441.1328547318,1028.84434443004,735894.0,184.0
MN-503,2007,77745.89653688658,970.5126851149361,1187573.0,273.0
MN-503,2008,77745.89653688658,970.5126851149361,1187573.0,273.0
MN-503,2009,77745.89653688658,970.5126851149361,1187573.0,273.0
MN-503,2010,77745.89653688658,970.5126851149361,1187573.0,273.0
MN-503,2011,78596.07566644669,999.6993248873423,1200096.0,273.0
MN-503,2012,79109.92803546616,1042.7100807609418,1211972.0,273.0
MN-503,2013,79652.08866403943,1052.299630437075,1223337.0,273.0
MN-503,2014,80752.76230847614,1060.2538365474188,1235551.0,273.0
MN-503,2015,81588.47293921598,1103.6864992393678,1246989.0,273.0
MN-503,2016,83990.00923985225,1137.8640799849302,1258137.0,273.0
MN-503,2017,87202.92376255385,1154.7780929465491,1270924.0,273.0
MN-503,2018,90770.98645635317,1158.845887530913,1283037.0,273.0
MN-503,2019,94169.3484026373,1243.4833832589595,1295260.0,273.0
MN-503,2020,96901.39672036494,1185.0227677333767,1309353.0,317.0
MN-503,2021,102361.93443497161,1251.5805933858323,1337039.0,317.0
MN-503,2022,110308.09717362883,1352.232808796116,1350778.0,317.0
MN-503,2023,113824.75842807439,1405.2830624612757,1363805.0,317.0
MN-504,2007,46425.04715570054,649.3623836422945,125690.0,33.0
MN-504,2008,46425.04715570054,649.3623836422945,125690.0,33.0
MN-504,2009,46425.04715570054,649.3623836422945,125690.0,33.0
MN-504,2010,46425.04715570054,649.3623836422945,125690.0,33.0
MN-504,2011,47796.820689052394,640.1781031989448,125854.0,33.0
MN-504,2012,47686.544291729566,664.1076189719552,125870.0,33.0
MN-504,2013,48531.17982052096,698.4378017789072,125920.0,33.0
MN-504,2014,48863.93645835817,693.8701429786287,125823.0,33.0
MN-504,2015,49340.8000620851,703.6942229014438,125634.0,33.0
MN-504,2016,50896.234751965305,694.6143303621259,125426.0,33.0
MN-504,2017,53103.075589481254,705.8775957157701,125110.0,33.0
MN-504,2018,54582.13397175082,729.8017521842352,125101.0,33.0
MN-504,2019,57266.1900942755,760.831527519011,125059.0,33.0
MN-504,2020,59232.59780235599,762.2957622577833,125043.0,50.0
MN-504,2021,61927.359511608076,807.2748160958931,125473.0,50.0
MN-504,2022,67864.07103985763,865.2377872935419,125873.0,50.0
MN-504,2023,71330.72378632303,905.1752947897986,126022.0,50.0
MN-505,2007,56618.31673707761,736.1196176799596,704436.0,145.0
MN-505,2008,56618.31673707761,736.1196176799596,704436.0,145.0
MN-505,2009,56618.31673707761,736.1196176799596,704436.0,145.0
MN-505,2010,56618.31673707761,736.1196176799596,704436.0,145.0
MN-505,2011,57526.23744057091,761.6754521113066,710721.0,145.0
MN-505,2012,58104.950832107555,795.5820890091265,714511.0,145.0
MN-505,2013,58645.83570320417,804.8248321389891,717409.0,145.0
MN-505,2014,60079.9547537888,830.6419749658088,720215.0,145.0
MN-505,2015,61004.022791928226,840.6867243933101,723063.0,145.0
MN-505,2016,62752.41321448526,851.8471778399817,726642.0,145.0
MN-505,2017,65445.677745354355,872.3465530615512,730953.0,145.0
MN-505,2018,67816.67836268412,893.4802916184117,737402.0,145.0
MN-505,2019,70932.63341245246,911.9196074401535,744447.0,145.0
MN-505,2020,73102.21316008219,897.6099229280684,751895.0,183.0
MN-505,2021,76749.11179592446,961.0904459304542,758033.0,183.0
MN-505,2022,83730.51825107954,1039.2439408764171,766530.0,183.0
MN-505,2023,87412.17134465174,1090.9219972887483,774550.0,183.0
MN-506,2007,45044.54801967844,543.1831960833244,168306.0,55.0
MN-506,2008,45044.54801967844,543.1831960833244,168306.0,55.0
MN-506,2009,45044.54801967844,543.1831960833244,168306.0,55.0
MN-506,2010,45044.54801967844,543.1831960833244,168306.0,55.0
MN-506,2011,46252.753065649325,576.0293354501617,168806.0,55.0
MN-506,2012,47101.26684443288,618.112838189386,169136.0,55.0
MN-506,2013,47614.56613875164,618.1625137088881,169598.0,55.0
MN-506,2014,48400.03086321663,629.8155504940822,169911.0,55.0
MN-506,2015,49359.87169361142,646.5508365508366,170163.0,55.0
MN-506,2016,49959.432276555504,652.4675683929851,170266.0,55.0
MN-506,2017,52083.94917859657,648.2699542360948,170440.0,55.0
MN-506,2018,54137.14667221444,686.9301039035624,170639.0,55.0
MN-506,2019,55688.50844857668,700.5309664047588,170798.0,55.0
MN-506,2020,56864.39262892655,684.5638567177442,171047.0,60.0
MN-506,2021,61172.80168983149,722.1509393857091,169366.0,60.0
MN-506,2022,67215.15808760615,807.2865994346848,169463.0,60.0
MN-506,2023,70223.1416200837,876.1836657596024,169411.0,60.0
MN-508,2007,46267.8515207255,576.3000556102152,233770.0,65.0
MN-508,2008,46267.8515207255,576.3000556102152,233770.0,65.0
MN-508,2009,46267.8515207255,576.3000556102152,233770.0,65.0
MN-508,2010,46267.8515207255,576.3000556102152,233770.0,65.0
MN-508,2011,47770.23133152151,597.1942714501138,234754.0,65.0
MN-508,2012,49062.81258378158,621.1223338367298,235732.0,65.0
MN-508,2013,50432.15015469408,642.930615902213,236596.0,65.0
MN-508,2014,51830.53239070112,660.7927710944836,237491.0,65.0
MN-508,2015,53450.90013498671,676.8456330541372,238542.0,65.0
MN-508,2016,55105.40528867821,688.2528750980621,239644.0,65.0
MN-508,2017,57164.766464947475,716.4830023140826,240268.0,65.0
MN-508,2018,59837.13698267555,748.3749550242559,241797.0,65.0
MN-508,2019,61617.101104883775,764.2561011213317,243193.0,65.0
MN-508,2020,63114.04592775538,762.6706139238953,244558.0,70.0
MN-508,2021,66090.72531255517,791.2791892022019,249236.0,70.0
MN-508,2022,71745.69543274793,853.5095350562927,250654.0,70.0
MN-508,2023,74189.51577093282,869.9732452774674,251507.0,70.0
MN-509,2007,47251.24251685756,685.6543406008705,198279.0,65.0
MN-509,2008,47251.24251685756,685.6543406008705,198279.0,65.0
MN-509,2009,47251.24251685756,685.6543406008705,198279.0,65.0
MN-509,2010,47251.24251685756,685.6543406008705,198279.0,65.0
MN-509,2011,48165.42462630228,734.5322915093865,198690.0,65.0
MN-509,2012,49099.85173067161,729.90805100292,198969.0,65.0
MN-509,2013,49619.70390752885,731.0577040882935,199154.0,65.0
MN-509,2014,50541.05447533263,771.3271178025307,199393.0,65.0
MN-509,2015,51532.16684475882,733.7230792384679,199335.0,65.0
MN-509,2016,52318.87759938147,784.7030554969826,199182.0,65.0
MN-509,2017,54368.39024390244,804.7991119861775,199096.0,65.0
MN-509,2018,56540.253031865395,820.6094464424939,198805.0,65.0
MN-509,2019,59462.77681333185,835.2621333790088,198502.0,65.0
MN-509,2020,60545.69804895031,857.0255094575708,198201.0,73.0
MN-509,2021,64323.000381734986,907.864323349624,199091.0,73.0
MN-509,2022,70094.38794777133,965.5889054310978,198818.0,73.0
MN-509,2023,73071.59127451276,987.2041363558615,198774.0,73.0
MN-511,2007,48167.81398446328,565.8775695273451,282299.0,89.0
MN-511,2008,48167.81398446328,565.8775695273451,282299.0,89.0
MN-511,2009,48167.81398446328,565.8775695273451,282299.0,89.0
MN-511,2010,48167.81398446328,565.8775695273451,282299.0,89.0
MN-511,2011,49129.89084860458,590.0898044737318,281957.0,89.0
MN-511,2012,49901.99075940681,610.2915248934256,281259.0,89.0
MN-511,2013,51019.41182152927,619.408891455377,280539.0,89.0
MN-511,2014,51927.700451408375,628.7272428348302,279791.0,89.0
MN-511,2015,52476.660187004345,627.2558510562017,278924.0,89.0
MN-511,2016,53960.168538517435,640.0514105432804,277978.0,89.0
MN-511,2017,55802.90616888157,658.9090498832076,276987.0,89.0
MN-511,2018,57092.30837737433,679.3916121354183,276447.0,89.0
MN-511,2019,58968.172391541564,694.663105462165,275843.0,89.0
MN-511,2020,60524.07797951752,699.901425342162,275162.0,92.0
MN-511,2021,63730.06066219198,736.6201639924619,279647.0,92.0
MN-511,2022,70213.76707550073,784.3890638081676,279494.0,92.0
MN-511,2023,73000.17266506645,823.0331422634615,279130.0,92.0
MO-500,2007,65414.49318527916,837.8822146892203,999454.0,199.0
MO-500,2008,65414.49318527916,837.8822146892203,999454.0,199.0
MO-500,2009,65414.49318527916,837.8822146892203,999454.0,199.0
MO-500,2010,65414.49318527916,837.8822146892203,999454.0,199.0
MO-500,2011,67303.39590992831,855.9398664343786,998760.0,199.0
MO-500,2012,67383.82503875806,900.15079262611,999147.0,199.0
MO-500,2013,67711.73933531721,902.9676681087299,999725.0,199.0
MO-500,2014,68838.15726247797,941.6510316136274,1000423.0,199.0
MO-500,2015,68911.74286521785,971.3729171389566,1001327.0,199.0
MO-500,2016,70303.21857759655,980.3751649076518,1000560.0,199.0
MO-500,2017,72886.49112040651,1000.1731038008522,999539.0,199.0
MO-500,2018,75641.64435997773,1015.9202039884487,998684.0,199.0
MO-500,2019,78479.85888522537,1071.3499933294481,996919.0,199.0
MO-500,2020,78268.25347644546,1043.5298802627192,998937.0,237.0
MO-500,2021,82416.94379747742,1074.5569868456676,1004688.0,237.0
MO-500,2022,89450.1283707571,1165.7843553188625,1002705.0,237.0
MO-500,2023,91098.38475476032,1214.8337258582187,999512.0,237.0
MO-501,2007,34466.50846431562,659.5328237283138,318809.0,106.0
MO-501,2008,34466.50846431562,659.5328237283138,318809.0,106.0
MO-501,2009,34466.50846431562,659.5328237283138,318809.0,106.0
MO-501,2010,34466.50846431562,659.5328237283138,318809.0,106.0
MO-501,2011,35096.503318497205,687.4315616882403,318367.0,106.0
MO-501,2012,35173.607775792945,706.4062041836328,318527.0,106.0
MO-501,2013,35413.16490100484,723.1109372795536,318955.0,106.0
MO-501,2014,35436.9828599397,739.5490968760099,318727.0,106.0
MO-501,2015,36277.0757904672,747.4036306433852,317850.0,106.0
MO-501,2016,37491.453108882066,761.6986836692719,316030.0,106.0
MO-501,2017,39573.183321847006,781.2125087735457,314867.0,106.0
MO-501,2018,41911.83495838058,813.5675725167297,311273.0,106.0
MO-501,2019,44930.37230915003,834.557947782746,308174.0,106.0
MO-501,2020,47466.065318057554,846.7825663173717,304709.0,104.0
MO-501,2021,50091.57255430385,884.9812937807766,302787.0,104.0
MO-501,2022,54504.692787012864,954.6336899113477,298018.0,104.0
MO-501,2023,58005.81419199001,995.0711987690586,293109.0,104.0
MO-503,2007,68871.3187921785,835.0038355620956,433574.0,91.0
MO-503,2008,68871.3187921785,835.0038355620956,433574.0,91.0
MO-503,2009,68871.3187921785,835.0038355620956,433574.0,91.0
MO-503,2010,68871.3187921785,835.0038355620956,433574.0,91.0
MO-503,2011,69953.31656204008,855.145842796664,440296.0,91.0
MO-503,2012,70102.48892483153,911.1904875137963,445772.0,91.0
MO-503,2013,70002.48825803703,951.2723665151647,450819.0,91.0
MO-503,2014,70937.03036927246,971.0501988660034,456086.0,91.0
MO-503,2015,70888.29934069456,970.6017569926662,461698.0,91.0
MO-503,2016,73809.90907126598,978.8805366342057,467432.0,91.0
MO-503,2017,76899.99621305724,997.6775670635247,473469.0,91.0
MO-503,2018,79636.97595816926,1004.0423146232397,479456.0,91.0
MO-503,2019,82526.96065908248,1083.572882403858,485220.0,91.0
MO-503,2020,86193.83456648859,1038.7894195686874,491152.0,107.0
MO-503,2021,91347.77081187424,1050.2849894879853,496099.0,107.0
MO-503,2022,98368.80943438684,1160.2417581542247,502163.0,107.0
MO-503,2023,101735.71240104502,1199.9568506082496,507933.0,107.0
MO-600,2007,45487.10670904996,676.849125318401,380024.0,84.0
MO-600,2008,45487.10670904996,676.849125318401,380024.0,84.0
MO-600,2009,45487.10670904996,676.849125318401,380024.0,84.0
MO-600,2010,45487.10670904996,676.849125318401,380024.0,84.0
MO-600,2011,45794.167923229754,695.0422210390993,385045.0,84.0
MO-600,2012,46203.1169964657,706.0953360662475,389328.0,84.0
MO-600,2013,45685.244191043894,720.3055115467068,393229.0,84.0
MO-600,2014,46138.60824890295,734.8729765677349,396974.0,84.0
MO-600,2015,46804.08920908184,739.7090319361278,400800.0,84.0
MO-600,2016,47566.40447430279,750.2652004439204,404577.0,84.0
MO-600,2017,49199.475545299436,761.6641888325621,407345.0,84.0
MO-600,2018,50652.71306227573,784.0686780951639,410786.0,84.0
MO-600,2019,52633.16393886043,808.3523156768558,414069.0,84.0
MO-600,2020,55317.53800610011,777.8810214700078,418025.0,105.0
MO-600,2021,59436.54645874097,820.7558281426653,423677.0,105.0
MO-600,2022,64334.2765705421,904.9300104434128,428021.0,105.0
MO-600,2023,68562.58285633639,953.8634924968419,432218.0,105.0
MO-602,2007,40340.78417637175,597.6368561330321,172590.0,34.0
MO-602,2008,40340.78417637175,597.6368561330321,172590.0,34.0
MO-602,2009,40340.78417637175,597.6368561330321,172590.0,34.0
MO-602,2010,40340.78417637175,597.6368561330321,172590.0,34.0
MO-602,2011,41555.95529635965,631.6396099050593,174214.0,34.0
MO-602,2012,41890.27016652651,644.7957461657714,174807.0,34.0
MO-602,2013,41987.33046676742,663.3289612500356,175355.0,34.0
MO-602,2014,43079.88541601443,678.5780486000034,175679.0,34.0
MO-602,2015,43784.90995732009,697.6304010547792,175961.0,34.0
MO-602,2016,45326.12475797339,700.6320684544933,176117.0,34.0
MO-602,2017,47739.91009792995,724.5318767361209,176759.0,34.0
MO-602,2018,49026.177682596935,751.107630748422,177440.0,34.0
MO-602,2019,49904.62191465469,746.655861875351,178100.0,34.0
MO-602,2020,51464.00994877416,752.1207777827487,178816.0,42.0
MO-602,2021,54683.998644109066,801.080888578971,180693.0,42.0
MO-602,2022,58763.595032094476,854.0927632049371,181807.0,42.0
MO-602,2023,61823.00685163532,877.5349794013835,183022.0,42.0
MO-603,2007,46019.93371050113,612.0461494160393,118073.0,31.0
MO-603,2008,46019.93371050113,612.0461494160393,118073.0,31.0
MO-603,2009,46019.93371050113,612.0461494160393,118073.0,31.0
MO-603,2010,46019.93371050113,612.0461494160393,118073.0,31.0
MO-603,2011,47257.08438271241,644.7440385441497,118721.0,31.0
MO-603,2012,47697.796964233305,665.6421820621409,119245.0,31.0
MO-603,2013,46471.367039820754,676.7315715109814,119611.0,31.0
MO-603,2014,47591.07566836211,678.563720945771,119733.0,31.0
MO-603,2015,48113.97239097192,697.7987064535267,119671.0,31.0
MO-603,2016,48529.38029430475,706.8118240867848,119468.0,31.0
MO-603,2017,49929.53995492136,731.0830351831215,119347.0,31.0
MO-603,2018,52120.194643952185,745.2448106986551,119043.0,31.0
MO-603,2019,53996.63091932584,770.7252234384626,118489.0,31.0
MO-603,2020,54669.246714395296,792.1842325066053,117330.0,34.0
MO-603,2021,57999.78157577231,824.6617393040353,115207.0,34.0
MO-603,2022,62415.623699225,845.6413312247163,114451.0,34.0
MO-603,2023,64113.53093699444,894.7203691752787,113117.0,34.0
MO-604,2007,51823.991607028685,791.1475570771547,969740.0,301.0
MO-604,2008,51823.991607028685,791.1475570771547,969740.0,301.0
MO-604,2009,51823.991607028685,791.1475570771547,969740.0,301.0
MO-604,2010,51823.991607028685,791.1475570771547,969740.0,301.0
MO-604,2011,52819.463329573315,801.2496570391748,976059.0,301.0
MO-604,2012,53146.647357781505,831.9120427673365,982432.0,301.0
MO-604,2013,52819.81452286606,843.3984594814909,988758.0,301.0
MO-604,2014,53344.54765266147,842.814713701925,994488.0,301.0
MO-604,2015,53577.91807450011,863.5604387797576,999408.0,301.0
MO-604,2016,54986.626504142514,898.8249211434915,1005307.0,301.0
MO-604,2017,57463.088967441676,913.4971099804768,1014180.0,301.0
MO-604,2018,60144.1556899363,952.6820990163003,1021145.0,301.0
MO-604,2019,62496.65792053307,1001.1536182950146,1028302.0,301.0
MO-604,2020,64076.25040536205,990.5483202162702,1037961.0,333.0
MO-604,2021,68134.53137257481,1053.9381955107665,1064146.0,333.0
MO-604,2022,73565.44138867637,1169.2518215200316,1069162.0,333.0
MO-604,2023,75583.53056404622,1215.8924468306388,1072093.0,333.0
MO-606,2007,44240.07025215303,602.7037723160425,2685512.0,617.0
MO-606,2008,44240.07025215303,602.7037723160425,2685512.0,617.0
MO-606,2009,44240.07025215303,602.7037723160425,2685512.0,617.0
MO-606,2010,44240.07025215303,602.7037723160425,2685512.0,617.0
MO-606,2011,45286.84798359834,629.9619613715249,2700702.0,617.0
MO-606,2012,45342.47273254529,645.8841497047147,2710429.0,617.0
MO-606,2013,45342.56139470806,656.2447340605896,2719078.0,617.0
MO-606,2014,45801.286332588745,670.4757330214072,2725432.0,617.0
MO-606,2015,46024.48264560426,679.4677075506157,2729539.0,617.0
MO-606,2016,47209.18928071914,692.9177737261144,2731937.0,617.0
MO-606,2017,49068.811008038356,707.4901755237154,2733021.0,617.0
MO-606,2018,51121.62960081561,720.7493963268021,2736580.0,617.0
MO-606,2019,53131.06045361099,732.469887954671,2740498.0,617.0
MO-606,2020,55179.44700670185,731.0380642707836,2742677.0,756.0
MO-606,2021,58648.78759260551,763.0229048288933,2722570.0,756.0
MO-606,2022,63725.984069456405,819.6282730099292,2726084.0,756.0
MO-606,2023,66638.85863722704,859.3462395052175,2734454.0,756.0
MS-500,2007,48692.60465271321,720.1086924401969,554988.0,130.0
MS-500,2008,48692.60465271321,720.1086924401969,554988.0,130.0
MS-500,2009,48692.60465271321,720.1086924401969,554988.0,130.0
MS-500,2010,48692.60465271321,720.1086924401969,554988.0,130.0
MS-500,2011,49969.16782770844,762.709538335874,558263.0,130.0
MS-500,2012,49457.27665369996,800.8656601892486,561695.0,130.0
MS-500,2013,49098.28595435879,791.7305107586385,564709.0,130.0
MS-500,2014,49829.87686777459,807.445979837545,567788.0,130.0
MS-500,2015,50064.718083183274,818.0039804976675,569778.0,130.0
MS-500,2016,52297.83394490753,845.3237133734199,570931.0,130.0
MS-500,2017,53964.30638612163,840.0250120763646,571364.0,130.0
MS-500,2018,57671.769166253136,867.0548358576151,572308.0,130.0
MS-500,2019,59330.41088089434,891.1813289764926,571056.0,130.0
MS-500,2020,60981.2209405626,848.9255478655978,569574.0,151.0
MS-500,2021,63295.82292417694,866.5004325913629,568666.0,151.0
MS-500,2022,67725.76844009379,919.0511693372989,565534.0,151.0
MS-500,2023,68736.6474267372,941.7670662173499,562632.0,151.0
MS-501,2007,35932.286500778166,599.4158026532837,1930815.0,434.0
MS-501,2008,35932.286500778166,599.4158026532837,1930815.0,434.0
MS-501,2009,35932.286500778166,599.4158026532837,1930815.0,434.0
MS-501,2010,35932.286500778166,599.4158026532837,1930815.0,434.0
MS-501,2011,36970.339914980315,629.3541314204507,1935787.0,434.0
MS-501,2012,37135.06650383677,644.5851903216303,1938219.0,434.0
MS-501,2013,37397.00704633941,658.6253748601038,1940724.0,434.0
MS-501,2014,37899.31204327207,671.8161972523825,1941391.0,434.0
MS-501,2015,37987.13201498979,673.5565855132423,1939454.0,434.0
MS-501,2016,38949.596584377316,679.9993838885566,1936338.0,434.0
MS-501,2017,40564.05414312203,694.6840911222107,1930199.0,434.0
MS-501,2018,42149.47277204998,716.6743305114768,1927927.0,434.0
MS-501,2019,43733.412409064826,725.9400710989115,1922111.0,434.0
MS-501,2020,45519.16040915772,684.7714575005383,1917989.0,557.0
MS-501,2021,47959.97851149708,743.4748153779151,1903483.0,557.0
MS-501,2022,51633.75472350079,788.7962359706157,1895575.0,557.0
MS-501,2023,54531.818928121575,831.406905691366,1888703.0,557.0
MS-503,2007,46181.75679516125,824.4044482610185,455324.0,96.0
MS-503,2008,46181.75679516125,824.4044482610185,455324.0,96.0
MS-503,2009,46181.75679516125,824.4044482610185,455324.0,96.0
MS-503,2010,46181.75679516125,824.4044482610185,455324.0,96.0
MS-503,2011,46697.90366745835,853.9113777022693,461464.0,96.0
MS-503,2012,46413.30059466389,839.4008900664977,466482.0,96.0
MS-503,2013,45991.37773185268,844.1654707004216,470331.0,96.0
MS-503,2014,45166.21606885991,847.6605852502098,474122.0,96.0
MS-503,2015,44886.1910608328,840.6704731207551,477785.0,96.0
MS-503,2016,46717.618863247895,832.2422096258375,480914.0,96.0
MS-503,2017,48142.65414556785,849.5493769087146,483637.0,96.0
MS-503,2018,49309.24623809182,882.5784550386087,487585.0,96.0
MS-503,2019,50489.42442439176,876.9321080071145,490264.0,96.0
MS-503,2020,53660.36472109825,801.1474664093478,493292.0,166.0
MS-503,2021,55617.52537482079,863.6006751229153,493836.0,166.0
MS-503,2022,59334.230663600814,899.3901206876417,496654.0,166.0
MS-503,2023,62554.87379191356,949.0672640887476,499033.0,166.0
MT-500,2007,45795.918611660825,666.818353788849,973739.0,271.0
MT-500,2008,45795.918611660825,666.818353788849,973739.0,271.0
MT-500,2009,45795.918611660825,666.818353788849,973739.0,271.0
MT-500,2010,45795.918611660825,666.818353788849,973739.0,271.0
MT-500,2011,47181.10353419735,679.3785323150743,982854.0,271.0
MT-500,2012,47404.55375686955,708.5360295119526,990785.0,271.0
MT-500,2013,48124.87024837916,719.2345451522903,998554.0,271.0
MT-500,2014,48599.99959855719,734.7675586513907,1006370.0,271.0
MT-500,2015,49017.28906996065,743.0689219167458,1014699.0,271.0
MT-500,2016,50225.16730360146,759.7621808282465,1023391.0,271.0
MT-500,2017,52777.772704498275,772.8963550456275,1029862.0,271.0
MT-500,2018,54472.041567312895,796.2868540085166,1041732.0,271.0
MT-500,2019,57241.10201694381,833.2202048448149,1050649.0,271.0
MT-500,2020,59515.22596107205,857.2117254792998,1061705.0,319.0
MT-500,2021,63078.28410412829,908.5587386755574,1077978.0,319.0
MT-500,2022,68699.02918193142,994.1226186987104,1091840.0,319.0
MT-500,2023,71998.70260942273,1036.0418072306602,1105072.0,319.0
NC-500,2007,51083.00768829321,706.0545440232777,342989.0,93.0
NC-500,2008,51083.00768829321,706.0545440232777,342989.0,93.0
NC-500,2009,51083.00768829321,706.0545440232777,342989.0,93.0
NC-500,2010,51083.00768829321,706.0545440232777,342989.0,93.0
NC-500,2011,50483.646108520086,725.4713307074608,347567.0,93.0
NC-500,2012,49572.03066016256,747.0702966690194,351368.0,93.0
NC-500,2013,49381.87989770369,736.0201011684562,354656.0,93.0
NC-500,2014,49708.183938793176,773.3698098455868,358130.0,93.0
NC-500,2015,49488.53230167771,766.7732412824455,361684.0,93.0
NC-500,2016,51010.79799885382,780.04590461514,364691.0,93.0
NC-500,2017,53021.225215956045,829.4362312073449,368362.0,93.0
NC-500,2018,54768.7258250734,823.6377939193644,371573.0,93.0
NC-500,2019,56388.16703047748,871.4674049494263,375195.0,93.0
NC-500,2020,58689.4545190344,884.0389353736733,378499.0,95.0
NC-500,2021,62233.216930341085,951.9314052388047,380583.0,95.0
NC-500,2022,67282.49780189138,1063.412832680546,383739.0,95.0
NC-500,2023,71155.31220975332,1146.428631638827,386740.0,95.0
NC-501,2007,45332.08610111941,719.0539252043953,233249.0,56.0
NC-501,2008,45332.08610111941,719.0539252043953,233249.0,56.0
NC-501,2009,45332.08610111941,719.0539252043953,233249.0,56.0
NC-501,2010,45332.08610111941,719.0539252043953,233249.0,56.0
NC-501,2011,45732.81684375397,763.9785928967532,236230.0,56.0
NC-501,2012,45480.81846443515,784.4025564853556,239000.0,56.0
NC-501,2013,46219.09587636114,808.6007212542545,241801.0,56.0
NC-501,2014,47119.8597909231,823.6288823748257,244599.0,56.0
NC-501,2015,46795.13562926545,837.9469870944788,247336.0,56.0
NC-501,2016,48541.116839655835,863.0923466287103,250112.0,56.0
NC-501,2017,49916.27599616281,879.2178120094503,252268.0,56.0
NC-501,2018,52065.744964122074,911.9545533138945,254474.0,56.0
NC-501,2019,53564.9269870682,956.799058726439,256886.0,56.0
NC-501,2020,56517.568950904555,1015.585693592628,259576.0,65.0
NC-501,2021,62035.66544810305,1056.0284177525741,266981.0,65.0
NC-501,2022,67797.48470025868,1137.9624010480647,269449.0,65.0
NC-501,2023,72031.3369108503,1219.797961661577,271790.0,65.0
NC-502,2007,53083.867351437475,877.1741292762725,258578.0,60.0
NC-502,2008,53083.867351437475,877.1741292762725,258578.0,60.0
NC-502,2009,53083.867351437475,877.1741292762725,258578.0,60.0
NC-502,2010,53083.867351437475,877.1741292762725,258578.0,60.0
NC-502,2011,53258.97279638599,890.3135654243506,263862.0,60.0
NC-502,2012,54515.96030198713,922.1967075530205,269283.0,60.0
NC-502,2013,55736.21473160358,929.2026083748652,276494.0,60.0
NC-502,2014,55785.92722238353,955.58048239868,282422.0,60.0
NC-502,2015,55876.603243576385,964.6413126651132,288817.0,60.0
NC-502,2016,57716.49992193281,961.000621143311,294618.0,60.0
NC-502,2017,60084.68160803018,1023.7527695145664,300865.0,60.0
NC-502,2018,61767.05423599396,1050.7227604525267,306457.0,60.0
NC-502,2019,65106.03090608245,1125.3072971447627,311848.0,60.0
NC-502,2020,67258.46906332142,1174.1237687500984,317665.0,68.0
NC-502,2021,71532.33526890856,1191.790536192862,320146.0,68.0
NC-502,2022,78515.65158212371,1343.1481539583083,325101.0,68.0
NC-502,2023,84040.45774047145,1442.1508598837297,329405.0,68.0
NC-503,2007,44280.57019366766,674.3601677433549,4845259.0,1090.0
NC-503,2008,44280.57019366766,674.3601677433549,4845259.0,1090.0
NC-503,2009,44280.57019366766,674.3601677433549,4845259.0,1090.0
NC-503,2010,44280.57019366766,674.3601677433549,4845259.0,1090.0
NC-503,2011,44957.12847990021,694.9544533789535,4903086.0,1090.0
NC-503,2012,44552.82007160519,708.3621377824787,4947407.0,1090.0
NC-503,2013,44501.075296909825,726.28750682534,4977774.0,1090.0
NC-503,2014,44807.997668050004,736.1409087829188,5003109.0,1090.0
NC-503,2015,44949.0682819791,749.1829767673166,5023053.0,1090.0
NC-503,2016,46266.4096723574,757.7121547469372,5045864.0,1090.0
NC-503,2017,48272.45272099543,781.2248283255499,5072537.0,1090.0
NC-503,2018,50394.978986953734,799.6682136558337,5101307.0,1090.0
NC-503,2019,52940.58872915854,821.6665017664128,5134417.0,1090.0
NC-503,2020,54975.32958685175,813.8948395050712,5177391.0,1350.0
NC-503,2021,58678.596313726135,865.1348530728511,5124036.0,1350.0
NC-503,2022,64210.348726268225,938.2722659531656,5163646.0,1350.0
NC-503,2023,66886.67983259256,989.1059322090823,5210521.0,1350.0
NC-504,2007,50965.22398935656,757.6661671423707,475786.0,119.0
NC-504,2008,50965.22398935656,757.6661671423707,475786.0,119.0
NC-504,2009,50965.22398935656,757.6661671423707,475786.0,119.0
NC-504,2010,50965.22398935656,757.6661671423707,475786.0,119.0
NC-504,2011,51337.46770003374,758.5238769481723,483081.0,119.0
NC-504,2012,51402.89398377371,795.3039671062307,489576.0,119.0
NC-504,2013,50518.9050100338,764.2188740344743,495326.0,119.0
NC-504,2014,50392.40596407659,800.2475329357815,500899.0,119.0
NC-504,2015,51196.0651547173,851.7114509149247,506763.0,119.0
NC-504,2016,52267.270740404245,844.7945390424275,511815.0,119.0
NC-504,2017,54038.62371591482,867.0202611384057,517197.0,119.0
NC-504,2018,56388.66065296363,867.3976530896784,523582.0,119.0
NC-504,2019,58994.73613289686,911.9897777474672,527868.0,119.0
NC-504,2020,61787.967121113186,933.9111446348292,532956.0,126.0
NC-504,2021,65645.8454906137,987.0384332533378,537113.0,126.0
NC-504,2022,70991.43903239138,1065.954583111701,539557.0,126.0
NC-504,2023,73991.10876687655,1125.6852116164844,542987.0,126.0
