COCNUM,year,weighted median income,weighted median rent,total population,tract count
AL-501,2021,59373.46759724566,952.8486920939741,641751.0,177.0
AL-501,2022,64023.2401737685,1017.1835537882089,647298.0,177.0
AL-501,2023,67369.18941919165,1086.437318846682,653107.0,177.0
AL-502,2007,38228.505463796035,520.3786049643666,267305.0,69.0
AL-502,2008,38228.505463796035,520.3786049643666,267305.0,69.0
AL-502,2009,38228.505463796035,520.3786049643666,267305.0,69.0
AL-502,2010,38228.505463796035,520.3786049643666,267305.0,69.0
AL-502,2011,38578.66291392459,556.3181755402344,267893.0,69.0
AL-502,2012,39500.152939551415,564.4629065495923,267864.0,69.0
AL-502,2013,39473.370209221895,579.8520096805277,267754.0,69.0
AL-502,2014,39933.320285402464,590.4081337459634,267552.0,69.0
AL-502,2015,39936.8611071565,594.214796304483,266918.0,69.0
AL-502,2016,41490.76749688293,597.3084468746714,266276.0,69.0
AL-502,2017,43630.32222038323,605.3278853170633,265846.0,69.0
AL-502,2018,44970.77722270953,632.5335029909687,265633.0,69.0
AL-502,2019,46027.618095600395,635.8095449734652,265501.0,69.0
AL-502,2020,48114.630807820606,626.0389563503853,265913.0,82.0
AL-502,2021,51449.74836747473,624.1741024838238,268296.0,82.0
AL-502,2022,55690.31634295804,703.4445219300849,269584.0,82.0
AL-502,2023,57877.605201129045,730.0311705680676,270672.0,82.0
AL-503,2007,56548.194207492015,670.2568887365547,519326.0,116.0
AL-503,2008,56548.194207492015,670.2568887365547,519326.0,116.0
AL-503,2009,56548.194207492015,670.2568887365547,519326.0,116.0
AL-503,2010,56548.194207492015,670.2568887365547,519326.0,116.0
AL-503,2011,58061.225295299046,696.0904694904933,528786.0,116.0
AL-503,2012,58630.87262331939,786.6747204562035,537304.0,116.0
AL-503,2013,59237.78857475708,789.043964161289,544216.0,116.0
AL-503,2014,59067.67804922383,754.1696204602465,550140.0,116.0
AL-503,2015,59078.8715040115,801.3218930902709,555029.0,116.0
AL-503,2016,60757.29764820422,848.5472047303875,559785.0,116.0
AL-503,2017,62091.12127857605,832.547296854086,564065.0,116.0
AL-503,2018,64725.75231072746,860.9764609449322,569734.0,116.0
AL-503,2019,67673.7626549766,879.1618663834396,576216.0,116.0
AL-503,2020,69583.38841254266,914.6643719850194,583959.0,149.0
AL-503,2021,75225.92281517028,933.4483014122718,605974.0,149.0
AL-503,2022,82194.4461141307,1021.3379518443254,617082.0,149.0
AL-503,2023,86618.00414031894,1108.8352815003166,628454.0,149.0
AL-504,2007,48980.1049683205,743.9373959635836,381477.0,99.0
AL-504,2008,48980.1049683205,743.9373959635836,381477.0,99.0
AL-504,2009,48980.1049683205,743.9373959635836,381477.0,99.0
AL-504,2010,48980.1049683205,743.9373959635836,381477.0,99.0
AL-504,2011,49676.35260288744,783.472637580449,383939.0,99.0
AL-504,2012,49607.251674325795,795.3221114798679,385379.0,99.0
AL-504,2013,49486.11402594304,807.9810069136494,385614.0,99.0
AL-504,2014,49281.17745997854,827.4981032240009,385918.0,99.0
AL-504,2015,49026.38376882415,825.7631853338936,385542.0,99.0
AL-504,2016,50055.3336930939,846.7411414379153,384515.0,99.0
AL-504,2017,52189.227735458415,872.6992512728361,383985.0,99.0
AL-504,2018,54463.2540025681,898.38142058285,383941.0,99.0
AL-504,2019,55836.68184850127,909.5490812731897,383792.0,99.0
AL-504,2020,57528.70071275002,924.2309544595739,383725.0,116.0
AL-504,2021,60195.76044911521,899.2247802883265,395177.0,116.0
AL-504,2022,65249.234020472424,985.6315014124151,395068.0,116.0
AL-504,2023,66794.82585577108,1046.0019351607323,395316.0,116.0
AL-506,2007,45605.46814385311,789.9064678677435,188331.0,47.0
AL-506,2008,45605.46814385311,789.9064678677435,188331.0,47.0
AL-506,2009,45605.46814385311,789.9064678677435,188331.0,47.0
AL-506,2010,45605.46814385311,789.9064678677435,188331.0,47.0
AL-506,2011,46905.102564638175,825.4611805377855,191489.0,47.0
AL-506,2012,47338.40632367931,815.5891204299526,194254.0,47.0
AL-506,2013,48263.54864752266,793.3374131203511,196824.0,47.0
AL-506,2014,49204.953067901544,782.0946343182161,198670.0,47.0
AL-506,2015,49300.287227249595,813.4874786738369,200458.0,47.0
AL-506,2016,51151.29438783826,818.8985484340967,202471.0,47.0
AL-506,2017,54433.19205670567,817.3434039056079,204424.0,47.0
AL-506,2018,56350.74488514303,854.6348096385776,206213.0,47.0
AL-506,2019,57489.85949687658,821.9070982368974,207305.0,47.0
AL-506,2020,57844.03539793348,821.4118666628362,208854.0,59.0
AL-506,2021,60410.07627319208,865.8469088392239,223945.0,59.0
AL-506,2022,65010.26478463279,955.3053576209848,231558.0,59.0
AL-506,2023,66744.30276111368,942.7253114905399,234036.0,59.0
AL-507,2007,37102.34828098407,556.9965799009972,1477735.0,385.0
AL-507,2008,37102.34828098407,556.9965799009972,1477735.0,385.0
AL-507,2009,37102.34828098407,556.9965799009972,1477735.0,385.0
AL-507,2010,37102.34828098407,556.9965799009972,1477735.0,385.0
AL-507,2011,37860.46480886705,585.775171901309,1482973.0,385.0
AL-507,2012,38092.68244288466,602.5286962206487,1486816.0,385.0
AL-507,2013,37984.740313066846,612.3303688276789,1488500.0,385.0
AL-507,2014,38394.682030700314,622.3018000719707,1489496.0,385.0
AL-507,2015,38520.711440350446,622.1090995904207,1489089.0,385.0
AL-507,2016,39076.278760357185,630.6840999558461,1487977.0,385.0
AL-507,2017,40624.06352388524,644.9436914027131,1485457.0,385.0
AL-507,2018,42343.350216989944,661.8338927315946,1484631.0,385.0
AL-507,2019,44468.691450979866,680.7998691717357,1482860.0,385.0
AL-507,2020,46477.437138652764,678.8289775437597,1482127.0,466.0
AL-507,2021,49515.08392117169,698.8728280683366,1503673.0,466.0
AL-507,2022,53340.61236136535,765.7387826073085,1504494.0,466.0
AL-507,2023,56230.28781996818,799.6748732663036,1507689.0,466.0
AR-500,2007,49835.11325299901,720.338006871364,554184.0,135.0
AR-500,2008,49835.11325299901,720.338006871364,554184.0,135.0
AR-500,2009,49835.11325299901,720.338006871364,554184.0,135.0
AR-500,2010,49835.11325299901,720.338006871364,554184.0,135.0
AR-500,2011,51062.73814332648,753.458084285997,560971.0,135.0
AR-500,2012,51437.2294385641,776.2701738499267,567616.0,135.0
AR-500,2013,51738.041346209146,780.3363274653226,573789.0,135.0
AR-500,2014,52724.31489270594,797.4536342539834,579156.0,135.0
AR-500,2015,52613.95835368853,794.1972491767929,583389.0,135.0
AR-500,2016,53672.49690798575,808.9280676529312,586996.0,135.0
AR-500,2017,55571.86210327398,851.9420333900985,588977.0,135.0
AR-500,2018,57227.32494484071,880.0048891576931,591922.0,135.0
AR-500,2019,59226.097983641856,889.0491789734934,593099.0,135.0
AR-500,2020,61203.30727666372,856.2723588228477,595369.0,158.0
AR-500,2021,64185.73966953811,894.4903422984914,602369.0,158.0
AR-500,2022,69157.48452512239,974.3479702191895,604819.0,158.0
AR-500,2023,70737.08390966158,996.8821624077079,607582.0,158.0
AR-501,2007,47572.91466721236,701.9202190484028,449581.0,90.0
AR-501,2008,47572.91466721236,701.9202190484028,449581.0,90.0
AR-501,2009,47572.91466721236,701.9202190484028,449581.0,90.0
AR-501,2010,47572.91466721236,701.9202190484028,449581.0,90.0
AR-501,2011,49029.86668000853,714.4405815891026,459706.0,90.0
AR-501,2012,49519.47206233478,728.046981325147,469080.0,90.0
AR-501,2013,50228.83057640549,740.4359609822966,478552.0,90.0
AR-501,2014,52305.69738472789,771.6638472994094,488171.0,90.0
AR-501,2015,52049.94927575522,786.8951195561152,497967.0,90.0
AR-501,2016,53373.27850306324,794.1045197517951,508612.0,90.0
AR-501,2017,55580.51447144137,808.9523839790445,519195.0,90.0
AR-501,2018,58965.4434777373,827.5105518258723,531472.0,90.0
AR-501,2019,60939.909755009,849.9786232258255,542224.0,90.0
AR-501,2020,65209.85564896971,894.550372363366,554163.0,123.0
AR-501,2021,69995.19914802982,953.0162340586736,566217.0,123.0
AR-501,2022,76732.75846089008,1043.8031204336066,578958.0,123.0
AR-501,2023,81081.43183008369,1090.8348221676392,591962.0,123.0
AR-503,2007,38286.14077619686,588.3741244725284,928012.0,221.0
AR-503,2008,38286.14077619686,588.3741244725284,928012.0,221.0
AR-503,2009,38286.14077619686,588.3741244725284,928012.0,221.0
AR-503,2010,38286.14077619686,588.3741244725284,928012.0,221.0
AR-503,2011,39425.366638596024,613.9418113802731,934547.0,221.0
AR-503,2012,39942.04191974224,636.7233680084106,939772.0,221.0
AR-503,2013,40365.828111118884,644.664273946811,943278.0,221.0
AR-503,2014,40950.96825326329,657.2858591562402,945672.0,221.0
AR-503,2015,40961.26945498894,659.109185941534,947045.0,221.0
AR-503,2016,41875.154333424754,672.8944133842487,947980.0,221.0
AR-503,2017,43130.86767019262,687.1439142987708,949718.0,221.0
AR-503,2018,44615.7654914047,704.5777066729456,951334.0,221.0
AR-503,2019,46242.62637910582,721.4368135963301,952610.0,221.0
AR-503,2020,46681.13427680271,689.69176038102,1306808.0,374.0
AR-503,2021,48535.102827859046,718.2829880106954,1291401.0,374.0
AR-503,2022,52492.31185416826,779.7415450357483,1292229.0,374.0
AR-503,2023,55213.4938595908,811.7405505109148,1293562.0,374.0
AR-504,2007,33521.37642951427,527.1402587822923,360612.0,91.0
AR-504,2008,33521.37642951427,527.1402587822923,360612.0,91.0
AR-504,2009,33521.37642951427,527.1402587822923,360612.0,91.0
AR-504,2010,33521.37642951427,527.1402587822923,360612.0,91.0
AR-504,2011,34421.611379394366,547.4010920851516,361144.0,91.0
AR-504,2012,35152.9078789019,561.4168577902335,361459.0,91.0
AR-504,2013,35246.15982916399,577.15459994239,361048.0,91.0
AR-504,2014,35801.252171860244,583.753804921402,360060.0,91.0
AR-504,2015,36159.09815027484,578.2457965859804,358756.0,91.0
AR-504,2016,36999.3862247369,585.350118004093,357191.0,91.0
AR-504,2017,38216.516472759184,611.4999915610865,355496.0,91.0
AR-504,2018,39728.64752194078,628.3414349793507,354249.0,91.0
AR-504,2019,40612.58746440361,630.5753425045691,352915.0,91.0
AR-505,2007,35980.291434352934,562.6167798068058,323198.0,94.0
AR-505,2008,35980.291434352934,562.6167798068058,323198.0,94.0
AR-505,2009,35980.291434352934,562.6167798068058,323198.0,94.0
AR-505,2010,35980.291434352934,562.6167798068058,323198.0,94.0
AR-505,2011,36810.49035057099,578.8286447165012,320848.0,94.0
AR-505,2012,37279.016981741646,594.9305956783444,318813.0,94.0
AR-505,2013,36772.45097729391,606.089136789546,316435.0,94.0
AR-505,2014,37066.68548746908,615.5379018688014,313784.0,94.0
AR-505,2015,36498.05498039746,611.4445805955701,310929.0,94.0
AR-505,2016,37235.485886978844,629.9087511779807,307730.0,94.0
AR-505,2017,38812.89001759246,638.5671368929617,304676.0,94.0
AR-505,2018,40801.569019193084,650.4940471256784,301619.0,94.0
AR-505,2019,42966.96760817388,654.6931642955792,298316.0,94.0
AR-505,2020,44103.33410715315,646.7485944156192,295073.0,101.0
AR-505,2021,46701.00777489691,674.5049752444525,290036.0,101.0
AR-505,2022,50133.83789269943,737.7734396836045,286224.0,101.0
AR-505,2023,50640.64549384769,757.7720849931719,282658.0,101.0
AZ-500,2007,43751.16764127068,786.2776872074143,1527971.0,368.0
AZ-500,2008,43751.16764127068,786.2776872074143,1527971.0,368.0
AZ-500,2009,43751.16764127068,786.2776872074143,1527971.0,368.0
AZ-500,2010,43751.16764127068,786.2776872074143,1527971.0,368.0
AZ-500,2011,44368.31615738031,817.8221338152736,1561466.0,368.0
AZ-500,2012,44172.149557683006,831.2299530728627,1584158.0,368.0
AZ-500,2013,44085.32889723025,833.714221141625,1599527.0,368.0
AZ-500,2014,44191.477298904254,840.9801288863541,1616618.0,368.0
AZ-500,2015,44147.66795942794,837.8642070063302,1620820.0,368.0
AZ-500,2016,45188.72736625577,850.8568858507197,1631977.0,368.0
AZ-500,2017,46622.389090805045,863.5778675949533,1642596.0,368.0
AZ-500,2018,48445.33362608245,884.2485062301607,1668095.0,368.0
AZ-500,2019,50535.75057626067,914.9248770485978,1688472.0,368.0
AZ-500,2020,53451.16018084419,899.1320918337436,1722809.0,486.0
AZ-500,2021,57245.0494992707,965.8814958549847,1676954.0,486.0
AZ-500,2022,62771.73271795826,1068.1427824778784,1699018.0,486.0
AZ-500,2023,66476.03736210645,1124.6665691522794,1726241.0,486.0
AZ-501,2007,49538.9813408371,867.6855040014282,941039.0,234.0
AZ-501,2008,49538.9813408371,867.6855040014282,941039.0,234.0
AZ-501,2009,49538.9813408371,867.6855040014282,941039.0,234.0
AZ-501,2010,49538.9813408371,867.6855040014282,941039.0,234.0
AZ-501,2011,49887.02709178809,887.5272426027016,948184.0,234.0
AZ-501,2012,49959.976732025345,899.4473206203978,981048.0,241.0
AZ-501,2013,49623.7606351664,914.3979568158996,986891.0,241.0
AZ-501,2014,50100.12202661447,913.5610606316909,993144.0,241.0
AZ-501,2015,49898.05314475077,946.3852946861258,998537.0,241.0
AZ-501,2016,50906.538625069516,961.9099286581392,1003338.0,241.0
AZ-501,2017,52732.181475035664,992.5571775624295,1007257.0,241.0
AZ-501,2018,54806.06192079802,998.7029994449467,1019722.0,241.0
AZ-501,2019,57415.28525117138,1011.7843238996619,1027207.0,241.0
AZ-501,2020,60183.2293216213,1034.1255243260316,1038476.0,270.0
AZ-501,2021,64702.344737470085,1086.9994000365195,1035063.0,270.0
AZ-501,2022,70630.64458126637,1199.7620187395733,1042393.0,270.0
AZ-501,2023,73998.74913305147,1266.6387703379314,1049947.0,270.0
AZ-502,2007,60391.69108772334,997.3910749116433,3754383.0,917.0
AZ-502,2008,60391.69108772334,997.3910749116433,3754383.0,917.0
AZ-502,2009,60391.69108772334,997.3910749116433,3754383.0,917.0
AZ-502,2010,60391.69108772334,997.3910749116433,3754383.0,917.0
AZ-502,2011,60788.447706646926,1014.5426508906744,3801726.0,917.0
AZ-502,2012,60107.03742030536,1036.5954574021919,3845773.0,917.0
AZ-502,2013,59334.53378881844,1033.0227396658606,3893285.0,917.0
AZ-502,2014,59530.35520353747,1053.7017301684264,3951754.0,917.0
AZ-502,2015,60110.00220282004,1124.5126954875377,4022571.0,917.0
AZ-502,2016,61734.86790926161,1154.178589105706,4093262.0,917.0
AZ-502,2017,64810.44287134927,1200.1597911392846,4160093.0,917.0
AZ-502,2018,67802.50439835186,1243.199496908568,4258868.0,917.0
AZ-502,2019,71024.55150785997,1287.3870738380758,4334620.0,917.0
AZ-502,2020,74677.33495763101,1312.8518541263907,4412779.0,1009.0
AZ-502,2021,79789.10278105855,1393.5564743521343,4367186.0,1009.0
AZ-502,2022,87852.1589021662,1552.4392163527216,4430871.0,1009.0
AZ-502,2023,92959.29020520317,1653.0642528573658,4491987.0,1009.0
CA-500,2007,92313.93364075806,1174.0301127517828,1739396.0,372.0
CA-500,2008,92313.93364075806,1174.0301127517828,1739396.0,372.0
CA-500,2009,92313.93364075806,1174.0301127517828,1739396.0,372.0
CA-500,2010,92313.93364075806,1174.0301127517828,1739396.0,372.0
CA-500,2011,94708.96647972435,1208.5405127431281,1762754.0,372.0
CA-500,2012,95537.579970398,1134.4702568171538,1788393.0,372.0
CA-500,2013,96172.92679813797,1179.538493373829,1812208.0,372.0
CA-500,2014,98622.75641260251,1097.1640150328335,1841569.0,372.0
CA-500,2015,100743.84732855891,1808.5576557330278,1868149.0,372.0
CA-500,2016,105942.27973121223,1908.8824464631289,1885056.0,372.0
CA-500,2017,112281.961809854,2026.7212082715494,1911226.0,372.0
CA-500,2018,117406.0376147123,2156.327452918531,1922200.0,372.0
CA-500,2019,124529.88549445647,2163.1077645825876,1927470.0,372.0
CA-500,2020,129839.10058465615,2156.712764481425,1924379.0,408.0
CA-500,2021,134505.76878524158,2126.899236654655,1932022.0,408.0
CA-500,2022,137945.39189370372,2037.44021356082,1916831.0,408.0
CA-500,2023,138293.46214122127,2015.8794323744535,1903297.0,408.0
CA-501,2007,76145.57213509856,1248.678900163716,789172.0,195.0
CA-501,2008,76145.57213509856,1248.678900163716,789172.0,195.0
CA-501,2009,76145.57213509856,1248.678900163716,789172.0,195.0
CA-501,2010,76145.57213509856,1248.678900163716,789172.0,195.0
CA-501,2011,77623.97649949936,1259.6312728466646,797983.0,195.0
CA-501,2012,78524.81352142667,1260.5947508836218,807755.0,195.0
CA-501,2013,79986.7433642283,1271.4598110583352,817501.0,195.0
CA-501,2014,82731.32616226334,1240.794877887566,829072.0,195.0
CA-501,2015,85379.43402480842,1622.4208058632457,840763.0,195.0
CA-501,2016,91700.47770857198,1709.0572551224182,850282.0,195.0
CA-501,2017,99980.5185562728,1798.6313980813711,864263.0,195.0
CA-501,2018,108659.60419702911,1895.9069690728286,870044.0,195.0
CA-501,2019,118049.60866255753,1992.8399940111617,874961.0,195.0
CA-501,2020,121083.81954402458,2054.5416297051615,874784.0,241.0
CA-501,2021,128548.19406466783,2099.1896774923694,865933.0,241.0
CA-501,2022,135665.9881438623,2178.1136708670374,851036.0,241.0
CA-501,2023,141375.25505637188,2112.9429046980763,836321.0,241.0
CA-502,2007,77201.0912481901,1174.5471075386677,1477980.0,360.0
CA-502,2008,77201.0912481901,1174.5471075386677,1477980.0,360.0
CA-502,2009,77201.0912481901,1174.5471075386677,1477980.0,360.0
CA-502,2010,77201.0912481901,1174.5471075386677,1477980.0,360.0
CA-502,2011,78988.90923929476,1196.9006191817916,1494876.0,360.0
CA-502,2012,79754.12893034024,1182.880921580637,1515136.0,360.0
CA-502,2013,80327.95265911435,1204.9938270559544,1535248.0,360.0
CA-502,2014,81450.24247294312,1211.1910950242032,1559308.0,360.0
CA-502,2015,83055.50938527417,1536.7515260416042,1584983.0,360.0
CA-502,2016,86973.6321332256,1635.711926798682,1605217.0,360.0
CA-502,2017,93052.08727153346,1738.7782427137697,1629615.0,360.0
CA-502,2018,99109.47236113646,1850.2861641418751,1643700.0,360.0
CA-502,2019,105753.1787742779,1935.2034158360264,1656754.0,360.0
CA-502,2020,109860.42509316411,1999.5313935377326,1661584.0,378.0
CA-502,2021,113531.6034451535,2064.369830730731,1673133.0,378.0
CA-502,2022,122616.76067586517,2122.2988845568307,1663823.0,378.0
CA-502,2023,123876.73590407452,2090.083199905082,1651949.0,378.0
CA-503,2007,60636.00937465953,1093.5653954000447,1395144.0,317.0
CA-503,2008,60636.00937465953,1093.5653954000447,1395144.0,317.0
CA-503,2009,60636.00937465953,1093.5653954000447,1395144.0,317.0
CA-503,2010,60636.00937465953,1093.5653954000447,1395144.0,317.0
CA-503,2011,60841.224470351015,1109.8723964841531,1408480.0,317.0
CA-503,2012,60106.0855465751,1120.012210092045,1422348.0,317.0
CA-503,2013,59523.70826926011,1145.801323432787,1435207.0,317.0
CA-503,2014,60211.36530745506,1117.2190802170896,1450277.0,317.0
CA-503,2015,60400.60785478827,1176.6666602994067,1465832.0,317.0
CA-503,2016,62116.08460150071,1204.4295984587304,1479300.0,317.0
CA-503,2017,64812.575050153806,1249.965105657349,1495400.0,317.0
CA-503,2018,69087.48246814783,1326.7563434464244,1510023.0,317.0
CA-503,2019,72113.75793954032,1395.679346667515,1524553.0,317.0
CA-503,2020,76611.21074509672,1454.7494310600878,1537948.0,363.0
CA-503,2021,81813.19395177529,1568.7604008736664,1571767.0,363.0
CA-503,2022,89315.03737499296,1711.8824222982237,1579211.0,363.0
CA-503,2023,93874.71449647643,1797.14546222429,1584047.0,363.0
CA-504,2007,65776.52926397593,1275.6901066771861,474047.0,99.0
CA-504,2008,65776.52926397593,1275.6901066771861,474047.0,99.0
CA-504,2009,65776.52926397593,1275.6901066771861,474047.0,99.0
CA-504,2010,65776.52926397593,1275.6901066771861,474047.0,99.0
CA-504,2011,67125.8951856751,1303.1228019584119,478551.0,99.0
CA-504,2012,66155.1396921333,1318.2889342566853,483456.0,99.0
CA-504,2013,66148.49168870226,1302.4675620398425,487469.0,99.0
CA-504,2014,66368.86226844792,1286.453524878505,491790.0,99.0
CA-504,2015,67496.52928023462,1417.5895656845992,495078.0,99.0
CA-504,2016,69359.31162812188,1470.1070260518788,497776.0,99.0
CA-504,2017,74070.63789293393,1554.3637998734387,500943.0,99.0
CA-504,2018,79091.32920686911,1625.2810158043712,501317.0,99.0
CA-504,2019,83862.82544840447,1695.400618682119,499772.0,99.0
CA-504,2020,89034.85643547417,1770.7673796952904,496801.0,121.0
CA-504,2021,95045.29967837433,1882.5109949685075,492498.0,121.0
CA-504,2022,103675.0703203695,2050.124869993203,488436.0,121.0
CA-504,2023,107212.61328303565,2064.2242042492207,485642.0,121.0
CA-505,2007,85390.37206835616,1162.685215488935,1024809.0,207.0
CA-505,2008,85390.37206835616,1162.685215488935,1024809.0,207.0
CA-505,2009,85390.37206835616,1162.685215488935,1024809.0,207.0
CA-505,2010,85390.37206835616,1162.685215488935,1024809.0,207.0
CA-505,2011,86427.56409174258,1130.231800982254,1037817.0,207.0
CA-505,2012,86267.23033666748,1114.2726684264105,1052047.0,207.0
CA-505,2013,87140.91831911233,1080.4418743209287,1065794.0,207.0
CA-505,2014,88316.12943013155,1089.7359567604362,1081232.0,207.0
CA-505,2015,89490.18980939139,1622.9701177299219,1096068.0,207.0
CA-505,2016,93157.87296252002,1675.8512444434416,1107925.0,207.0
CA-505,2017,99096.98821459529,1797.7926309850332,1123678.0,207.0
CA-505,2018,102650.61359615336,1865.2196449670726,1133247.0,207.0
CA-505,2019,107640.95768618281,1943.1434562105876,1142251.0,207.0
CA-505,2020,108330.85134362792,1964.576711901501,1147788.0,241.0
CA-505,2021,112479.86288472448,1975.161861260301,1161643.0,241.0
CA-505,2022,118406.59053471041,1984.3055481968747,1162648.0,241.0
CA-505,2023,117277.96604784676,1999.164220316189,1161458.0,241.0
CA-506,2007,60427.36074314773,1081.1172717767092,461927.0,104.0
CA-506,2008,60427.36074314773,1081.1172717767092,461927.0,104.0
CA-506,2009,60427.36074314773,1081.1172717767092,461927.0,104.0
CA-506,2010,60427.36074314773,1081.1172717767092,461927.0,104.0
CA-506,2011,61140.97628137212,1118.1634309759831,466258.0,104.0
CA-506,2012,61133.67510060085,1110.4596515330763,471666.0,104.0
CA-506,2013,60674.00372364082,1136.3432210856668,476684.0,104.0
CA-506,2014,62125.48689227193,1176.7876819941264,481815.0,104.0
CA-506,2015,63134.203352688695,1347.7657192004906,485998.0,104.0
CA-506,2016,64676.43550461647,1351.7502949296675,488252.0,104.0
CA-506,2017,68071.2877466,1419.5417524840445,491839.0,104.0
CA-506,2018,71210.89446803673,1493.7066833391525,492628.0,104.0
CA-506,2019,73392.32525831027,1541.4468433693949,493786.0,104.0
CA-506,2020,78307.54226488502,1603.5066103970687,494524.0,115.0
CA-506,2021,83436.68576019049,1682.531115986637,502282.0,115.0
CA-506,2022,92475.8608354135,1780.473823657044,502362.0,115.0
CA-506,2023,96583.27379106976,1849.6016577337664,501890.0,115.0
CA-507,2007,90139.78476420308,1120.809499900798,246971.0,54.0
CA-507,2008,90139.78476420308,1120.809499900798,246971.0,54.0
CA-507,2009,90139.78476420308,1120.809499900798,246971.0,54.0
CA-507,2010,90139.78476420308,1120.809499900798,246971.0,54.0
CA-507,2011,90936.59144681363,1160.4512990402764,249030.0,54.0
CA-507,2012,92229.9483526198,1138.5487285267156,251126.0,54.0
CA-507,2013,92929.19066089398,1154.9862957910761,252915.0,54.0
CA-507,2014,95210.8678757493,1203.084757398864,254904.0,54.0
CA-507,2015,97746.27080782161,1829.986794998791,256418.0,54.0
